pemaritl,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,a_age,a_sex,bdm1900,yob,black,orace,cdiv,coll,hs,a_fnlwgt
MARRIED - SPOUSE PRESENT,None,737,219,61,,,,1146,95,0,0,0,1995,95029296,52,2,518,43,0,0,8,1,0,1087.7144
MARRIED - SPOUSE PRESENT,2,1060,293,88,1100,91,0,1146,95,0,0,0,1995,95029296,31,2,767,63,0,0,8,0,1,1291.7891
MARRIED - SPOUSE PRESENT,4,1082,433,90,916,76,1,1146,95,0,0,0,1995,95029296,41,2,649,54,0,0,8,0,1,1191.6566
DIVORCED,2,738,198,61,764,63,0,966,80,1,1,0,1995,95029296,50,2,540,44,0,0,8,0,1,1006.0464
MARRIED - SPOUSE PRESENT,2,938,226,78,942,78,0,955,79,1,1,0,1995,95029296,36,2,712,59,0,0,8,0,1,1087.5435
MARRIED - SPOUSE PRESENT,4,973,222,81,972,80,0,1146,95,0,0,0,1995,95029296,32,2,751,62,0,0,8,0,1,1092.5668
MARRIED - SPOUSE PRESENT,4,780,238,64,789,65,0,1146,95,0,0,0,1995,95029304,50,2,542,45,0,0,8,0,1,1181.6296
MARRIED - SPOUSE PRESENT,2,1097,234,91,1092,90,0,1146,95,0,0,0,1995,95029304,23,2,863,71,0,0,8,0,1,1098.1569
DIVORCED,1,1019,306,84,1028,85,1,1112,92,1,1,0,1995,95029304,36,2,713,59,0,0,8,0,1,1087.5435
DIVORCED,4,734,228,61,742,61,0,999,83,1,1,0,1995,95029304,53,2,506,42,0,0,8,1,0,871.08002
WIDOWED,1,656,261,54,732,60,1,803,66,1,1,0,1995,95029304,62,2,395,32,0,0,8,1,0,963.4295
MARRIED - SPOUSE PRESENT,4,870,177,72,932,77,0,906,75,1,1,0,1995,95029304,37,2,693,57,0,0,8,0,1,995.01141
MARRIED - SPOUSE PRESENT,2,798,250,66,865,72,0,1146,95,0,0,0,1995,95029304,49,2,548,45,0,0,8,0,1,1027.4583
WIDOWED,7,643,209,53,654,54,0,1029,85,0,0,1,1995,95029312,59,2,434,36,0,0,8,0,1,1055.861
MARRIED - SPOUSE PRESENT,1,906,215,75,1016,84,0,917,76,0,0,1,1995,95029312,37,2,691,57,0,0,8,0,1,905.79449
MARRIED - SPOUSE PRESENT,1,1016,213,84,1029,85,1,1146,95,0,0,0,1995,95029312,28,2,803,66,0,0,8,0,0,851.85632
MARRIED - SPOUSE PRESENT,1,1041,198,86,1077,89,0,1101,91,1,1,0,1995,95029312,25,2,843,70,0,0,8,0,1,786.93268
MARRIED - SPOUSE PRESENT,3,1020,234,84,1030,85,0,1146,95,0,0,0,1995,95029312,30,2,786,65,0,0,8,0,1,968.78552
MARRIED - SPOUSE PRESENT,7,605,212,50,616,51,0,1146,95,0,0,0,1995,95029312,62,2,393,32,0,0,8,0,1,1024.4803
MARRIED - SPOUSE PRESENT,1,1088,405,90,924,76,1,1146,95,0,0,0,1995,95029312,38,2,683,56,0,0,8,1,0,1049.7172
SEPARATED,3,977,210,81,977,81,1,1146,95,0,1,0,1995,95029312,31,2,767,63,0,0,8,0,0,970.1485
MARRIED - SPOUSE PRESENT,2,814,244,67,881,73,0,1146,95,0,0,0,1995,95029312,48,2,570,47,0,0,8,0,1,1038.2799
MARRIED - SPOUSE PRESENT,7,618,211,51,629,52,1,1146,95,0,0,0,1995,95029320,61,2,407,33,0,0,8,0,0,1380.3904
MARRIED - SPOUSE PRESENT,2,952,232,79,990,82,1,1146,95,0,0,0,1995,95029320,35,2,720,59,0,0,8,0,1,991.81561
MARRIED - SPOUSE PRESENT,2,1080,226,89,1120,93,0,1146,95,0,0,0,1995,95029320,24,2,854,71,0,0,8,0,1,1187.4078
MARRIED - SPOUSE PRESENT,3,1052,249,87,1061,88,0,1106,92,1,1,0,1995,95029320,28,2,803,66,0,0,8,0,1,1046.7632
DIVORCED,3,1032,288,85,1059,88,1,1115,92,1,1,0,1995,95029320,33,2,744,61,0,0,8,0,1,903.86389
MARRIED - SPOUSE PRESENT,1,780,209,64,797,66,0,1001,83,1,1,0,1995,95029320,47,2,571,47,0,0,8,0,1,854.30737
MARRIED - SPOUSE PRESENT,2,1020,225,84,1024,85,0,1038,86,1,1,0,1995,95029320,29,2,795,66,0,0,8,0,1,937.60437
MARRIED - SPOUSE PRESENT,3,557,176,46,648,53,0,588,48,1,1,0,1995,95029328,63,2,381,31,0,0,8,0,1,965.29077
MARRIED - SPOUSE PRESENT,2,943,236,78,949,79,1,1146,95,0,0,0,1995,95029328,36,2,707,58,0,0,8,0,1,995.01141
MARRIED - SPOUSE PRESENT,2,877,266,73,832,69,0,1146,95,0,0,0,1995,95029328,44,2,611,50,0,0,8,0,1,984.73779
MARRIED - SPOUSE PRESENT,2,606,225,50,616,51,1,1146,95,0,0,0,1995,95029328,63,2,381,31,0,0,8,0,1,965.29077
SEPARATED,2,897,241,74,948,78,1,1146,95,0,1,0,1995,95029328,40,2,656,54,0,0,8,0,0,1167.4644
MARRIED - SPOUSE PRESENT,7,628,250,52,640,53,0,1146,95,0,0,0,1995,95029328,64,2,378,31,0,0,8,0,0,1153.1818
MARRIED - SPOUSE PRESENT,3,930,254,77,1027,85,1,1146,95,0,0,0,1995,95029328,39,2,676,56,0,0,8,0,1,1033.7924
MARRIED - SPOUSE PRESENT,None,1112,275,92,,,,1146,95,0,0,0,1995,95029328,25,2,837,69,0,0,8,1,0,1171.5057
MARRIED - SPOUSE PRESENT,2,908,223,75,927,77,0,1146,95,0,0,0,1995,95029328,38,2,685,57,0,1,8,0,1,666.6601
MARRIED - SPOUSE PRESENT,1,992,292,82,1070,89,0,1146,95,0,0,0,1995,95029336,37,2,700,58,0,1,8,1,0,422.6962
MARRIED - SPOUSE PRESENT,2,750,250,62,763,63,1,1146,95,0,0,0,1995,95029336,53,2,500,41,0,0,8,1,0,844.26929
MARRIED - SPOUSE PRESENT,2,861,259,71,951,79,1,1146,95,0,0,0,1995,95029336,45,2,602,50,0,0,8,1,0,871.12
MARRIED - SPOUSE PRESENT,2,815,277,67,832,69,0,1146,95,0,0,0,1995,95029336,50,2,538,44,0,0,8,0,1,844.26929
MARRIED - SPOUSE PRESENT,1,974,308,81,975,81,1,1146,95,0,0,0,1995,95029336,39,2,666,55,0,0,8,0,1,842.76501
MARRIED - SPOUSE PRESENT,4,846,275,70,857,71,0,1146,95,0,0,0,1995,95029336,47,2,571,47,0,0,8,1,0,871.12
MARRIED - SPOUSE PRESENT,6,956,326,79,881,73,1,1146,95,0,0,0,1995,95029336,43,2,630,52,0,1,8,0,1,600.47382
SEPARATED,1,1052,249,87,1062,88,1,1146,95,0,1,0,1995,95029344,28,2,803,66,0,1,8,0,1,600.47382
WIDOWED,6,910,250,75,961,80,1,1029,85,0,0,1,1995,95029344,40,2,660,54,0,1,8,1,0,624.74121
MARRIED - SPOUSE PRESENT,6,945,337,78,870,72,0,1146,95,0,0,0,1995,95029344,44,2,608,50,0,1,8,0,0,624.74121
MARRIED - SPOUSE PRESENT,1,1088,308,90,1081,90,1,1146,95,0,0,0,1995,95029344,30,2,780,64,0,1,8,0,1,624.74121
MARRIED - SPOUSE PRESENT,5,755,192,62,757,63,0,1146,95,0,0,0,1995,95029344,48,2,563,46,0,1,8,0,0,380.73071
MARRIED - SPOUSE PRESENT,3,948,393,78,900,74,0,1146,95,0,0,0,1995,95029344,49,2,555,46,0,1,8,0,1,380.73071
MARRIED - SPOUSE PRESENT,4,1060,273,88,1050,87,1,1146,95,0,0,0,1995,95029344,29,2,787,65,0,1,8,0,0,380.73071
WIDOWED,None,805,369,67,,,,1092,90,0,0,1,1995,95029344,59,2,436,36,0,1,8,0,0,637.10309
MARRIED - SPOUSE PRESENT,None,1135,303,94,,,,1146,95,0,0,0,1995,95029344,26,2,832,69,0,0,8,1,0,842.96637
DIVORCED,None,964,236,80,,,,1053,87,1,1,0,1995,95029352,34,2,728,60,0,0,8,0,1,760.15961
MARRIED - SPOUSE PRESENT,2,818,221,68,863,71,0,904,75,1,1,0,1995,95029352,45,2,597,49,0,1,8,0,0,725.1972
DIVORCED,None,997,219,83,,,,1069,89,1,1,0,1995,95029352,30,2,778,64,0,1,8,1,0,727.7077
MARRIED - SPOUSE ABSENT,3,1129,376,94,1052,87,1,1146,95,0,0,0,1995,95029352,32,2,753,62,0,1,8,1,0,727.7077
MARRIED - SPOUSE PRESENT,3,737,239,61,745,62,1,1146,95,0,0,0,1995,95029352,54,2,498,41,0,0,8,1,0,879.55103
DIVORCED,2,1002,229,83,1022,85,0,1146,95,1,1,0,1995,95029352,31,2,773,64,0,0,8,0,1,1011.0946
MARRIED - SPOUSE PRESENT,3,824,218,68,832,69,1,1146,95,0,0,0,1995,95029352,45,2,606,50,0,1,8,0,1,556.20282
MARRIED - SPOUSE PRESENT,3,810,222,67,818,68,0,1146,95,0,0,0,1995,95029360,46,2,588,48,0,1,8,0,1,556.20282
MARRIED - SPOUSE PRESENT,4,804,269,66,810,67,1,1146,95,0,0,0,1995,95029360,50,2,535,44,0,1,8,0,1,556.20282
SEPARATED,4,732,215,60,734,61,0,1146,95,0,1,0,1995,95029360,52,2,517,43,0,0,8,0,0,1181.6296
MARRIED - SPOUSE PRESENT,1,963,319,80,863,71,0,1146,95,0,0,0,1995,95029360,41,2,644,53,0,1,8,0,0,631.0423
MARRIED - SPOUSE PRESENT,1,981,280,81,1060,88,1,1146,95,0,0,0,1995,95029360,37,2,701,58,0,0,8,0,1,905.63287
DIVORCED,None,625,250,52,,,,959,79,1,1,0,1995,95029360,64,2,375,31,0,0,8,1,0,1042.5142
MARRIED - SPOUSE PRESENT,5,991,251,82,979,81,1,1146,95,0,0,0,1995,95029360,33,2,740,61,0,1,8,0,0,631.86481
MARRIED - SPOUSE PRESENT,1,941,312,78,841,70,1,1146,95,0,0,0,1995,95029360,43,2,629,52,0,1,8,0,0,631.86481
WIDOWED,5,726,252,60,738,61,0,901,75,0,0,1,1995,95029360,56,2,474,39,0,1,8,0,0,788.47119
MARRIED - SPOUSE PRESENT,3,828,216,68,837,69,0,1146,95,0,0,0,1995,95029368,44,2,612,50,0,0,8,0,1,1145.4545
MARRIED - SPOUSE PRESENT,3,973,253,81,897,74,1,1146,95,0,0,0,1995,95029368,35,2,720,59,0,0,8,0,1,968.78851
MARRIED - SPOUSE PRESENT,1,946,301,78,1062,88,1,1034,86,1,1,0,1995,95029368,41,2,645,53,0,1,8,0,1,454.30951
MARRIED - SPOUSE PRESENT,3,617,233,51,649,54,0,1146,95,0,0,0,1995,95029368,63,2,384,31,0,0,8,0,0,954.06232
DIVORCED,1,1100,208,91,1116,92,1,1134,94,1,1,0,1995,95029368,21,2,892,74,0,0,8,0,0,939.47021
MARRIED - SPOUSE PRESENT,4,613,243,51,602,50,1,1146,95,0,0,0,1995,95029368,64,2,370,30,0,0,8,0,1,954.06232
SEPARATED,2,1102,258,91,1082,90,1,1146,95,0,1,0,1995,95029368,25,2,844,70,0,0,8,0,1,1157.1399
MARRIED - SPOUSE PRESENT,3,930,202,77,939,78,0,993,82,1,1,0,1995,95029376,34,2,728,60,0,0,8,0,1,598.9989
DIVORCED,1,959,253,79,883,73,0,1146,95,1,1,0,1995,95029376,36,2,706,58,0,1,8,0,0,407.61859
SEPARATED,3,895,273,74,850,70,0,1146,95,0,1,0,1995,95029376,43,2,622,51,0,1,8,0,0,407.61859
MARRIED - SPOUSE PRESENT,4,661,234,55,693,57,1,1146,95,0,0,0,1995,95029376,59,2,427,35,0,0,8,0,1,1035.4847
DIVORCED,1,830,263,69,866,72,1,978,81,1,1,0,1995,95029376,48,2,567,47,0,0,8,1,0,927.38452
MARRIED - SPOUSE PRESENT,None,607,251,50,,,,1146,95,0,0,0,1995,95029376,65,2,356,29,0,0,8,1,0,931.68103
DIVORCED,4,661,230,55,697,58,1,723,60,1,1,0,1995,95029376,59,2,431,35,0,0,8,0,1,1077.3325
DIVORCED,3,959,234,79,974,81,0,1129,94,1,1,0,1995,95029376,35,2,725,60,0,0,8,0,1,991.81561
MARRIED - SPOUSE PRESENT,3,1013,221,84,1017,84,0,1068,88,1,1,0,1995,95029376,29,2,792,65,0,0,8,0,1,1048.9847
MARRIED - SPOUSE PRESENT,None,1133,354,94,,,,1146,95,0,0,0,1995,95029384,30,2,779,64,0,1,8,1,0,577.13623
MARRIED - SPOUSE PRESENT,2,959,258,79,1034,86,1,1146,95,0,0,0,1995,95029384,37,2,701,58,0,0,8,0,1,905.63287
MARRIED - SPOUSE PRESENT,1,852,387,70,887,73,0,1146,95,0,0,0,1995,95029384,56,2,465,38,0,1,8,1,0,662.0011
MARRIED - SPOUSE ABSENT,1,1103,264,91,1108,92,0,1146,95,0,0,0,1995,95029384,25,2,839,69,0,0,8,0,1,954.91888
WIDOWED,4,625,207,52,642,53,1,1117,93,0,0,1,1995,95029384,60,2,418,34,0,0,8,0,1,857.34119
MARRIED - SPOUSE PRESENT,1,853,386,71,718,59,1,1146,95,0,0,0,1995,95029384,56,2,467,38,0,0,8,0,1,765.2677
DIVORCED,3,831,238,69,855,71,0,1062,88,1,1,0,1995,95029384,46,2,593,49,0,0,8,1,0,784.63483
MARRIED - SPOUSE PRESENT,2,766,262,63,802,66,1,1146,95,0,0,0,1995,95029392,53,2,504,41,0,0,8,1,0,760.44989
MARRIED - SPOUSE PRESENT,2,834,233,69,842,70,1,1146,95,0,0,0,1995,95029392,45,2,601,50,0,0,8,0,1,784.63483
MARRIED - SPOUSE PRESENT,None,1146,200,95,,,,1146,95,0,0,0,1995,95029392,16,2,946,78,0,0,8,0,0,812.59399
DIVORCED,3,954,232,79,956,79,1,997,83,1,1,0,1995,95029392,35,2,722,60,0,0,8,1,0,875.44421
MARRIED - SPOUSE PRESENT,6,819,235,68,848,70,0,1146,95,0,0,0,1995,95029392,46,2,584,48,0,0,8,0,0,1161.4456
SEPARATED,4,800,196,66,820,68,0,1146,95,0,1,0,1995,95029392,45,2,604,50,0,0,8,0,0,1161.4456
MARRIED - SPOUSE PRESENT,4,1014,280,84,1029,85,0,1146,95,0,0,0,1995,95029392,34,2,734,61,0,0,8,0,1,1051.9567
SEPARATED,2,1107,219,92,1122,93,1,1115,92,1,1,0,1995,95029392,21,2,888,73,0,0,8,0,0,1187.4078
MARRIED - SPOUSE PRESENT,2,1038,296,86,1051,87,1,1146,95,0,0,0,1995,95029392,33,2,742,61,0,0,8,0,1,901.07959
MARRIED - SPOUSE PRESENT,4,956,199,79,970,80,0,1106,92,1,1,0,1995,95029400,32,2,757,63,0,1,8,0,1,656.5451
MARRIED - SPOUSE PRESENT,None,1095,262,91,,,,1146,95,0,0,0,1995,95029400,26,2,833,69,0,0,8,0,1,999.12567
DIVORCED,2,795,221,66,873,72,1,962,80,1,1,0,1995,95029400,47,2,574,47,0,0,8,0,1,1086.5557
MARRIED - SPOUSE PRESENT,4,1141,380,95,964,80,0,1146,95,0,0,0,1995,95029400,32,2,761,63,0,1,8,0,0,657.40082
MARRIED - SPOUSE PRESENT,2,795,241,66,831,69,1,1146,95,0,0,0,1995,95029400,49,2,554,46,0,1,8,0,0,799.25458
MARRIED - SPOUSE PRESENT,5,918,235,76,927,77,0,1146,95,0,0,0,1995,95029400,38,2,683,56,0,1,8,0,0,666.6601
DIVORCED,7,759,282,63,757,63,1,1074,89,1,1,0,1995,95029400,55,2,477,39,0,1,8,0,1,799.25458
MARRIED - SPOUSE PRESENT,4,975,383,81,984,81,1,1146,95,0,0,0,1995,95029408,46,2,592,49,0,1,8,0,0,799.25458
MARRIED - SPOUSE PRESENT,1,1138,561,94,855,71,1,1146,95,0,0,0,1995,95029408,47,2,577,48,0,0,8,0,1,871.12
MARRIED - SPOUSE PRESENT,3,1008,230,83,1036,86,1,1146,95,0,0,0,1995,95029408,30,2,778,64,0,0,8,0,1,1033.7891
MARRIED - SPOUSE PRESENT,2,976,253,81,986,82,0,1146,95,0,0,0,1995,95029408,35,2,723,60,0,1,8,0,1,666.95892
MARRIED - SPOUSE PRESENT,4,754,352,62,763,63,0,1146,95,0,0,0,1995,95029408,61,2,402,33,0,0,8,0,1,1061.6218
MARRIED - SPOUSE PRESENT,4,967,244,80,957,79,1,1013,84,1,1,0,1995,95029408,35,2,723,60,0,0,8,1,0,1087.7736
MARRIED - SPOUSE PRESENT,4,796,231,66,835,69,0,1146,95,0,0,0,1995,95029408,48,2,565,47,0,0,8,0,1,1264.3392
DIVORCED,3,891,217,74,899,74,0,909,75,1,1,0,1995,95029408,39,2,674,56,0,0,8,0,1,1058.3645
MARRIED - SPOUSE PRESENT,3,965,204,80,979,81,1,1030,85,1,1,0,1995,95029408,32,2,761,63,0,0,8,1,0,1081.4762
MARRIED - SPOUSE PRESENT,4,921,301,76,901,75,0,1146,95,0,0,0,1995,95029416,43,2,620,51,0,0,8,0,1,1245.799
MARRIED - SPOUSE PRESENT,5,733,223,61,772,64,0,1146,95,0,0,0,1995,95029416,53,2,510,42,0,0,8,0,0,1279.6147
DIVORCED,5,733,193,61,742,61,1,972,80,1,1,0,1995,95029416,50,2,540,44,0,0,8,0,1,1108.9661
DIVORCED,2,906,244,75,931,77,1,1066,88,1,1,0,1995,95029416,40,2,662,55,0,0,8,0,1,868.17432
MARRIED - SPOUSE PRESENT,1,1040,309,86,994,82,1,1092,90,1,1,0,1995,95029416,34,2,731,60,0,0,8,0,1,929.70471
MARRIED - SPOUSE ABSENT,5,822,282,68,833,69,0,1146,95,0,0,0,1995,95029416,50,2,540,44,0,1,8,0,1,662.85089
MARRIED - SPOUSE PRESENT,None,1070,266,89,,,,1146,95,0,0,0,1995,95029416,28,2,804,66,0,1,8,0,1,625.02118
DIVORCED,1,1024,251,85,1025,85,1,1108,92,1,1,0,1995,95029424,31,2,773,64,0,1,8,0,1,625.02118
MARRIED - SPOUSE PRESENT,7,723,242,60,687,57,0,1146,95,0,0,0,1995,95029424,55,2,481,40,0,1,8,0,0,662.85089
MARRIED - SPOUSE PRESENT,3,886,256,73,892,74,0,1146,95,0,0,0,1995,95029424,43,2,630,52,0,1,8,1,0,571.68622
MARRIED - SPOUSE PRESENT,1,1122,240,93,1120,93,1,1146,95,0,0,0,1995,95029424,22,2,882,73,0,1,8,0,1,571.68622
MARRIED - SPOUSE PRESENT,4,986,235,82,991,82,0,1146,95,0,0,0,1995,95029424,32,2,751,62,0,1,8,0,1,571.68622
MARRIED - SPOUSE PRESENT,2,1031,262,85,1055,87,0,1146,95,0,0,0,1995,95029424,31,2,769,64,0,1,8,0,1,571.68622
MARRIED - SPOUSE PRESENT,None,1110,382,92,,,,1146,95,0,0,0,1995,95029424,34,2,728,60,0,0,8,1,0,1051.9567
MARRIED - SPOUSE PRESENT,5,831,278,69,842,70,1,1146,95,0,0,0,1995,95029424,49,2,553,46,0,1,8,0,1,556.20282
MARRIED - SPOUSE PRESENT,4,936,213,77,949,79,0,1146,95,0,0,0,1995,95029424,35,2,723,60,0,0,8,0,1,899.70801
MARRIED - SPOUSE PRESENT,None,1005,269,83,,,,1146,95,0,0,0,1995,95029432,34,2,736,61,0,0,8,0,1,903.86389
MARRIED - SPOUSE PRESENT,3,769,232,64,783,65,0,1146,95,0,0,0,1995,95029432,50,2,537,44,0,0,8,0,1,953.49548
MARRIED - SPOUSE PRESENT,6,965,258,80,947,78,0,1146,95,0,0,0,1995,95029432,36,2,707,58,0,1,8,0,1,631.0423
SEPARATED,4,912,278,75,916,76,0,1146,95,0,1,0,1995,95029432,42,2,634,52,0,1,8,0,1,631.0423
MARRIED - SPOUSE PRESENT,None,928,322,77,,,,1146,95,0,0,0,1995,95029432,44,2,606,50,0,1,8,0,0,631.0423
MARRIED - SPOUSE PRESENT,6,1024,370,85,914,76,0,1146,95,0,0,0,1995,95029432,40,2,654,54,0,1,8,0,0,631.0423
MARRIED - SPOUSE PRESENT,6,1046,330,87,946,78,0,1146,95,0,0,0,1995,95029432,35,2,716,59,0,0,8,0,1,1087.8206
MARRIED - SPOUSE PRESENT,6,1026,367,85,862,71,1,1146,95,0,0,0,1995,95029440,40,2,659,54,0,1,8,0,1,656.5451
DIVORCED,3,820,237,68,834,69,0,912,75,1,1,0,1995,95029440,46,2,583,48,0,1,8,0,1,662.0011
DIVORCED,3,1081,216,90,1069,89,0,1115,92,1,1,0,1995,95029440,23,2,865,72,0,0,8,0,1,1302.3907
MARRIED - SPOUSE PRESENT,1,1038,270,86,1039,86,0,1146,95,0,0,0,1995,95029440,31,2,768,63,0,0,8,0,1,1154.8607
DIVORCED,None,894,440,74,,,,996,82,1,1,0,1995,95029440,57,2,454,37,0,0,8,0,1,760.6817
MARRIED - SPOUSE PRESENT,None,1136,392,94,,,,1146,95,0,0,0,1995,95029440,33,2,744,61,0,0,8,0,1,1165.3428
MARRIED - SPOUSE PRESENT,10,587,230,48,623,51,1,1146,95,0,0,0,1995,95029440,65,2,357,29,0,0,8,0,1,1112.257
DIVORCED,4,977,238,81,982,81,1,1065,88,1,1,0,1995,95029440,33,2,739,61,0,0,8,0,1,1378.4656
DIVORCED,1,1068,229,88,1096,91,1,1121,93,1,1,0,1995,95029440,25,2,839,69,0,0,8,1,0,1313.6237
MARRIED - SPOUSE PRESENT,4,1135,398,94,958,79,0,1146,95,0,0,0,1995,95029448,34,2,737,61,0,0,8,1,0,1378.4656
MARRIED - SPOUSE PRESENT,10,696,213,57,713,59,0,1146,95,0,0,0,1995,95029448,55,2,483,40,0,0,8,0,1,1029.2794
MARRIED - SPOUSE PRESENT,2,868,192,72,898,74,1,1146,95,0,0,0,1995,95029448,39,2,676,56,0,0,8,0,0,1163.6115
MARRIED - SPOUSE PRESENT,3,703,219,58,711,59,0,1146,95,0,0,0,1995,95029448,55,2,484,40,0,0,8,0,0,1233.6617
MARRIED - SPOUSE PRESENT,1,1014,305,84,914,76,1,1146,95,0,0,0,1995,95029448,36,2,709,59,0,0,8,0,1,1160.5155
MARRIED - SPOUSE PRESENT,3,777,223,64,785,65,0,1146,95,0,0,0,1995,95029448,49,2,554,46,0,0,8,0,1,1144.885
MARRIED - SPOUSE PRESENT,3,928,228,77,936,77,0,982,81,1,1,0,1995,95029448,37,2,700,58,0,0,8,0,1,1039.0349
MARRIED - SPOUSE PRESENT,1,905,225,75,916,76,1,935,77,1,1,0,1995,95029456,38,2,680,56,0,0,8,0,1,859.57758
MARRIED - SPOUSE PRESENT,3,1046,290,87,1023,85,1,1146,95,0,0,0,1995,95029456,32,2,756,62,0,0,8,0,1,863.5481
MARRIED - SPOUSE PRESENT,3,1121,248,93,1070,89,0,1146,95,0,0,0,1995,95029456,22,2,873,72,0,0,8,0,0,1054.7916
MARRIED - SPOUSE PRESENT,3,877,245,73,916,76,1,1146,95,0,0,0,1995,95029456,42,2,632,52,0,0,8,1,0,916.28607
DIVORCED,2,926,215,77,941,78,0,968,80,1,1,0,1995,95029456,36,2,711,59,0,0,8,0,1,1127.0276
DIVORCED,4,765,200,63,766,63,0,808,67,0,0,1,1995,95029456,48,2,565,47,0,0,8,0,1,1182.9111
SEPARATED,3,1026,197,85,1009,84,0,1146,95,0,1,0,1995,95029456,26,2,829,69,0,0,8,0,0,912.32593
WIDOWED,9,591,210,49,608,50,1,1115,92,0,0,1,1995,95029456,63,2,381,31,0,0,8,0,0,992.74847
MARRIED - SPOUSE PRESENT,2,971,247,80,938,78,1,1146,95,0,0,0,1995,95029456,35,2,724,60,0,0,8,0,0,997.9021
DIVORCED,2,869,222,72,887,73,0,1085,90,1,1,0,1995,95029464,41,2,647,53,0,0,8,0,1,1100.9606
MARRIED - SPOUSE PRESENT,2,753,248,62,835,69,0,789,65,1,1,0,1995,95029464,53,2,505,42,0,0,8,1,0,1000.5708
MARRIED - SPOUSE PRESENT,None,1133,288,94,,,,1146,95,0,0,0,1995,95029464,25,2,845,70,0,0,8,1,0,756.36511
MARRIED - SPOUSE PRESENT,1,930,271,77,1049,87,1,1146,95,0,0,0,1995,95029464,40,2,659,54,0,0,8,0,1,834.45099
DIVORCED,2,967,202,80,959,79,1,1015,84,1,1,0,1995,95029464,31,2,765,63,0,0,8,0,1,893.59131
DIVORCED,2,919,217,76,984,81,1,978,81,1,1,0,1995,95029464,36,2,702,58,0,0,8,0,1,1518.1898
MARRIED - SPOUSE PRESENT,3,1141,588,95,851,70,1,1146,95,0,0,0,1995,95029464,49,2,553,46,0,0,8,0,1,1569.2697
DIVORCED,3,638,222,53,649,54,0,960,79,1,1,0,1995,95029472,60,2,416,34,0,0,8,0,1,1329.4312
WIDOWED,7,651,269,54,670,55,1,988,82,0,0,1,1995,95029472,63,2,382,31,0,0,8,0,1,1411.6263
MARRIED - SPOUSE PRESENT,2,626,227,52,655,54,1,1146,95,0,0,0,1995,95029472,62,2,399,33,0,0,8,0,1,1329.4312
MARRIED - SPOUSE PRESENT,2,1139,522,94,846,70,1,1146,95,0,0,0,1995,95029472,44,2,617,51,0,0,8,0,0,1007.6007
SEPARATED,2,1097,325,91,1015,84,1,1146,95,0,1,0,1995,95029472,31,2,772,64,0,0,8,0,1,1064.7825
MARRIED - SPOUSE PRESENT,3,955,225,79,955,79,0,1146,95,0,0,0,1995,95029472,34,2,730,60,0,1,8,0,0,696.43921
SEPARATED,None,1137,272,94,,,,1146,95,0,1,0,1995,95029472,23,2,865,72,0,0,8,0,1,1016.256
MARRIED - SPOUSE PRESENT,2,1116,267,92,1053,87,1,1146,95,0,0,0,1995,95029472,24,2,849,70,0,0,8,0,0,1141.2842
MARRIED - SPOUSE PRESENT,3,833,274,69,853,71,1,1019,84,1,1,0,1995,95029472,48,2,559,46,0,1,8,0,1,672.32391
MARRIED - SPOUSE PRESENT,None,1022,392,85,,,,1146,95,0,0,0,1995,95029480,43,2,630,52,0,0,8,0,1,857.93298
MARRIED - SPOUSE PRESENT,1,1126,225,93,1137,94,0,1146,95,0,0,0,1995,95029480,20,2,901,75,0,1,8,0,0,610.00958
DIVORCED,1,922,268,76,957,79,1,1078,89,1,1,0,1995,95029480,40,2,654,54,0,1,8,0,1,670.5285
WIDOWED,4,728,231,60,714,59,1,963,80,0,0,1,1995,95029480,54,2,497,41,0,1,8,0,0,689.28021
MARRIED - SPOUSE PRESENT,2,957,242,79,972,80,1,1146,95,0,0,0,1995,95029480,35,2,715,59,0,0,8,0,1,1045.5653
MARRIED - SPOUSE PRESENT,7,684,257,56,693,57,1,1146,95,0,0,0,1995,95029480,59,2,427,35,0,0,8,0,1,1008.6481
MARRIED - SPOUSE PRESENT,3,896,212,74,898,74,0,1146,95,0,0,0,1995,95029480,38,2,684,56,0,0,8,0,1,1133.8221
MARRIED - SPOUSE PRESENT,2,846,260,70,906,75,1,1146,95,0,0,0,1995,95029488,46,2,586,48,0,0,8,0,1,1190.0426
DIVORCED,2,811,359,67,822,68,1,946,78,1,1,0,1995,95029488,57,2,452,37,0,0,8,0,1,1020.2757
MARRIED - SPOUSE PRESENT,2,1025,417,85,912,75,0,1146,95,0,0,0,1995,95029488,44,2,608,50,0,0,8,0,1,1122.1155
MARRIED - SPOUSE PRESENT,4,666,253,55,675,56,0,1146,95,0,0,0,1995,95029488,61,2,413,34,0,0,8,1,0,1106.2507
MARRIED - SPOUSE PRESENT,None,752,196,62,,,,810,67,1,1,0,1995,95029488,49,2,556,46,0,0,8,0,1,1086.5557
DIVORCED,2,866,246,72,888,73,1,1098,91,1,1,0,1995,95029488,43,2,620,51,0,0,8,0,1,1035.5273
MARRIED - SPOUSE PRESENT,4,863,210,71,891,74,1,869,72,1,1,0,1995,95029488,41,2,653,54,0,0,8,0,1,1035.5273
MARRIED - SPOUSE PRESENT,1,594,215,49,616,51,1,794,66,1,1,0,1995,95029488,63,2,379,31,0,0,8,0,1,996.47998
