a_age,a_maritl,a_sex,a_fnlwgt,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,pesa1,cpsyear,iid,bdm1900,yob,black,orace,cdiv,coll,hs
42,1,2,190979,860,285,71,877,73,0,1086,90,0,0,0,2,1990,90010336,575,47,0,0,3,0,1
34,1,2,190730,891,219,74,898,74,1,1086,90,0,0,0,3,1990,90010336,672,55,0,0,3,0,1
36,1,2,185379,875,232,72,,,,1086,90,0,0,0,0,1990,90010336,643,53,0,0,3,0,0
57,5,2,181452,634,237,52,643,53,1,943,78,1,1,0,5,1990,90010336,397,33,0,0,3,0,0
62,1,2,163235,605,264,50,621,51,0,1086,90,0,0,0,2,1990,90010336,341,28,0,0,3,0,1
35,1,2,165407,905,242,75,,,,1086,90,0,0,0,0,1990,90010336,663,55,0,0,3,1,0
32,1,2,175475,966,267,80,967,80,1,1086,90,0,0,0,2,1990,90010336,699,58,0,0,3,0,1
62,1,2,177029,595,255,49,615,51,1,1086,90,0,0,0,5,1990,90010336,340,28,0,0,3,0,1
20,5,2,186010,1056,217,87,,,,1080,89,1,1,0,0,1990,90010344,839,69,0,0,3,0,1
48,1,2,154460,746,242,62,753,62,0,1086,90,0,0,0,2,1990,90010344,504,41,0,0,3,0,1
34,1,2,179686,1073,401,89,,,,1086,90,0,0,0,0,1990,90010344,672,55,0,0,3,1,0
27,1,2,172281,1053,297,87,963,80,1,1086,90,0,0,0,2,1990,90010344,756,62,1,0,3,0,0
35,1,2,165407,977,321,81,997,83,1,1086,90,0,0,0,3,1990,90010344,656,54,0,0,3,0,1
54,4,2,206844,644,216,53,654,54,1,1064,88,0,0,1,5,1990,90010344,428,35,0,0,3,0,1
29,1,2,157589,966,234,80,1083,90,0,1086,90,0,0,0,1,1990,90010344,732,60,0,0,3,0,1
51,1,2,192750,674,211,56,687,57,1,1086,90,0,0,0,3,1990,90010352,463,38,0,0,3,0,0
46,1,2,193078,773,249,64,782,65,1,1086,90,0,0,0,3,1990,90010352,524,43,0,0,3,0,1
35,1,2,165407,905,241,75,935,77,0,1086,90,0,0,0,3,1990,90010352,664,55,0,0,3,1,0
24,1,2,172829,1083,295,90,,,,1086,90,0,0,0,0,1990,90010352,788,65,0,0,3,0,1
60,1,2,200401,556,198,46,577,48,0,1086,90,0,0,0,3,1990,90010352,358,29,0,0,3,0,0
56,1,2,183092,1064,650,88,,,,1086,90,0,0,0,0,1990,90010352,414,34,0,0,3,1,0
34,1,2,169151,906,234,75,912,75,1,1086,90,0,0,0,2,1990,90010352,672,55,0,0,3,0,0
41,1,2,154261,835,249,69,862,71,0,1086,90,0,0,0,2,1990,90010352,586,48,0,0,3,0,1
25,1,2,153269,1017,243,84,1068,88,0,1086,90,0,0,0,1,1990,90010352,774,64,0,0,3,0,1
26,1,2,153269,1017,243,84,1068,88,0,1086,90,0,0,0,1,1990,90010360,774,64,0,0,3,0,1
63,1,2,153550,618,293,51,632,52,1,1086,90,0,0,0,2,1990,90010360,325,27,0,0,3,0,1
47,1,2,139597,727,215,60,757,63,0,1086,90,0,0,0,5,1990,90010360,512,42,0,0,3,0,1
23,1,2,164261,1029,229,85,1043,86,0,1086,90,0,0,0,3,1990,90010360,800,66,0,0,3,0,1
55,1,2,171994,652,233,54,707,58,0,1086,90,0,0,0,3,1990,90010360,419,34,0,0,3,0,1
65,4,2,153889,583,279,48,594,49,0,1033,86,0,0,1,2,1990,90010360,304,25,0,0,3,0,1
63,1,2,189767,541,219,45,571,47,0,557,46,1,1,0,4,1990,90010360,322,26,0,0,3,0,1
46,1,2,142119,726,197,60,744,61,1,916,76,1,1,0,2,1990,90010368,529,44,0,0,3,0,1
40,5,2,155435,800,194,66,839,69,0,1084,90,1,1,0,3,1990,90010368,606,50,0,0,3,0,1
52,4,2,151919,736,277,61,749,62,1,835,69,1,1,0,2,1990,90010368,459,38,0,0,3,0,1
39,1,2,157108,880,268,73,911,75,1,1086,90,0,0,0,3,1990,90010368,612,50,0,0,3,0,1
22,1,2,176336,1015,197,84,1013,84,0,1086,90,0,0,0,3,1990,90010368,818,68,0,0,3,0,0
34,1,2,173028,945,270,78,972,80,0,1086,90,0,0,0,2,1990,90010368,675,56,0,0,3,0,1
41,1,2,183413,774,189,64,786,65,0,1086,90,0,0,0,2,1990,90010368,585,48,0,0,3,0,1
42,5,2,183413,902,322,75,,,,911,75,1,1,0,0,1990,90010368,580,48,0,0,3,0,0
24,1,2,157924,995,199,82,991,82,1,1086,90,0,0,0,2,1990,90010368,796,66,0,0,3,0,0
37,1,2,156484,885,249,73,915,76,1,1086,90,0,0,0,3,1990,90010376,636,52,0,0,3,0,1
21,1,2,164528,1051,223,87,,,,1074,89,1,1,0,0,1990,90010376,828,68,0,0,3,0,1
44,1,2,153367,753,204,62,761,63,0,1086,90,0,0,0,2,1990,90010376,549,45,0,0,3,0,0
40,5,2,153367,896,300,74,936,77,1,1075,89,1,1,0,1,1990,90010376,596,49,0,0,3,1,0
25,1,2,169698,976,200,81,1014,84,1,1048,87,1,1,0,1,1990,90010376,776,64,0,0,3,0,0
39,5,2,166408,878,264,73,911,75,1,1029,85,1,1,0,2,1990,90010376,614,51,0,0,3,0,1
57,1,2,173891,632,235,52,656,54,1,1086,90,0,0,0,2,1990,90010376,397,33,0,0,3,0,1
33,1,2,151135,959,278,79,,,,1010,84,1,1,0,0,1990,90010384,681,56,0,0,3,0,1
50,1,2,164573,680,205,56,684,56,0,1086,90,0,0,0,2,1990,90010384,475,39,0,0,3,0,0
31,5,2,151135,1047,335,87,,,,1060,88,1,1,0,0,1990,90010384,712,59,0,0,3,1,0
35,1,2,171113,913,257,76,891,74,0,1086,90,0,0,0,1,1990,90010384,656,54,0,0,3,0,1
23,1,2,169759,1011,201,84,982,81,1,1086,90,0,0,0,3,1990,90010384,810,67,0,0,3,0,0
64,1,2,161124,553,237,46,568,47,0,1086,90,0,0,0,2,1990,90010384,316,26,0,0,3,0,0
28,5,2,162481,968,225,80,969,80,0,1082,90,1,1,0,1,1990,90010384,743,61,0,0,3,0,1
38,1,2,156517,837,212,69,837,69,1,1086,90,0,0,0,1,1990,90010384,625,52,0,0,3,0,1
39,5,2,153870,906,293,75,974,81,1,1032,85,1,1,0,1,1990,90010384,613,51,0,0,3,0,1
38,5,2,185249,873,244,72,901,75,0,1026,85,1,1,0,2,1990,90010392,629,52,0,0,3,0,1
50,1,2,184054,773,288,64,823,68,0,1086,90,0,0,0,2,1990,90010392,485,40,0,0,3,0,1
47,1,2,146545,763,250,63,817,68,0,1086,90,0,0,0,2,1990,90010392,513,42,0,0,3,0,1
54,1,2,150296,746,318,62,769,64,1,1086,90,0,0,0,3,1990,90010392,428,35,0,0,3,1,0
62,1,2,151535,537,203,44,540,44,1,1086,90,0,0,0,5,1990,90010392,334,27,0,0,3,0,0
22,1,2,176336,1065,252,88,,,,1086,90,0,0,0,0,1990,90010392,813,67,0,0,3,0,1
59,1,2,171994,613,238,51,699,58,1,1086,90,0,0,0,1,1990,90010392,375,31,0,0,3,0,1
43,1,2,157925,805,238,67,830,69,0,1086,90,0,0,0,2,1990,90010400,567,47,0,0,3,0,1
35,1,2,155726,879,216,73,885,73,1,1086,90,0,0,0,2,1990,90010400,663,55,0,0,3,0,1
46,1,2,177307,809,275,67,836,69,0,1086,90,0,0,0,3,1990,90010400,534,44,0,0,3,0,1
57,1,2,172577,630,236,52,685,57,0,1086,90,0,0,0,2,1990,90010400,394,32,0,0,3,0,1
37,1,2,152708,895,265,74,,,,1086,90,0,0,0,0,1990,90010400,630,52,0,0,3,1,0
36,1,2,155726,842,193,70,858,71,0,1086,90,0,0,0,2,1990,90010400,649,54,0,0,3,0,0
43,1,2,183413,810,248,67,838,69,0,1086,90,0,0,0,1,1990,90010400,562,46,0,0,3,0,1
26,1,2,144914,1005,235,83,1020,84,1,1086,90,0,0,0,3,1990,90010400,770,64,0,0,3,0,1
30,1,2,151135,986,269,82,1000,83,1,1086,90,0,0,0,4,1990,90010400,717,59,0,0,3,0,1
29,1,2,158013,955,227,79,1009,84,1,973,81,1,1,0,3,1990,90010408,728,60,0,0,3,0,1
51,1,2,187645,729,260,60,753,62,0,1086,90,0,0,0,5,1990,90010408,469,39,0,0,3,0,1
50,1,2,182664,742,260,61,764,63,0,1086,90,0,0,0,1,1990,90010408,482,40,0,0,3,0,1
56,1,2,166904,691,284,57,700,58,1,1086,90,0,0,0,4,1990,90010408,407,33,0,0,3,0,1
46,1,2,164758,757,231,63,767,63,0,1086,90,0,0,0,3,1990,90010408,526,43,0,0,3,0,1
64,1,2,134913,629,321,52,659,54,0,1086,90,0,0,0,1,1990,90010408,308,25,0,0,3,0,1
23,1,2,191512,1056,256,87,1026,85,1,1068,88,1,1,0,2,1990,90010408,800,66,0,0,3,0,0
30,1,2,147965,979,263,81,1012,84,0,1086,90,0,0,0,2,1990,90010416,716,59,0,0,3,0,1
60,1,2,178431,644,279,53,654,54,1,846,70,1,1,0,2,1990,90010416,365,30,0,0,3,0,1
59,1,2,149330,594,227,49,608,50,0,654,54,1,1,0,3,1990,90010416,367,30,0,0,3,0,1
58,1,2,149473,632,244,52,642,53,1,1086,90,0,0,0,7,1990,90010416,388,32,0,0,3,0,1
19,1,2,157303,1064,217,88,1075,89,0,1086,90,0,0,0,1,1990,90010416,847,70,0,0,3,0,1
42,1,2,154534,808,236,67,820,68,0,865,72,1,1,0,2,1990,90010416,572,47,0,0,3,0,1
31,5,2,149445,972,260,80,978,81,0,1011,84,1,1,0,2,1990,90010416,712,59,0,0,3,0,1
48,5,2,167903,718,219,59,,,,814,67,1,1,0,0,1990,90010416,499,41,0,0,3,0,1
43,1,2,157081,781,219,65,791,65,0,807,67,0,0,1,3,1990,90010416,562,46,0,0,3,0,0
51,4,2,182664,834,362,69,841,70,0,1030,85,0,0,1,3,1990,90010424,472,39,0,0,3,0,1
37,1,2,152708,868,235,72,921,76,1,1086,90,0,0,0,2,1990,90010424,633,52,0,0,3,0,1
27,1,2,155184,949,195,79,952,79,1,1086,90,0,0,0,1,1990,90010424,754,62,0,0,3,0,0
49,1,2,141046,717,224,59,728,60,1,1086,90,0,0,0,6,1990,90010424,493,41,0,0,3,0,1
33,1,2,151135,1004,316,83,1053,87,1,1086,90,0,0,0,2,1990,90010424,688,57,0,0,3,0,1
57,4,2,177457,630,235,52,634,52,1,1084,90,0,0,1,5,1990,90010424,395,32,0,0,3,0,1
57,1,2,156915,629,238,52,638,53,0,822,68,1,1,0,2,1990,90010424,391,32,0,0,3,0,1
31,1,2,144991,986,272,82,1006,83,1,1086,90,0,0,0,3,1990,90010432,714,59,0,0,3,0,1
51,1,2,158780,693,222,57,710,59,0,1086,90,0,0,0,2,1990,90010432,471,39,0,0,3,0,1
45,1,2,169397,814,269,67,827,68,1,1086,90,0,0,0,1,1990,90010432,545,45,0,0,3,0,1
65,1,2,158640,533,229,44,543,45,0,556,46,1,1,0,2,1990,90010432,304,25,0,0,3,0,1
51,1,2,182664,762,288,63,812,67,1,1086,90,0,0,0,2,1990,90010432,474,39,0,0,3,0,1
41,1,2,159783,809,225,67,825,68,1,1086,90,0,0,0,1,1990,90010432,584,48,0,0,3,1,0
38,1,2,156911,850,226,70,941,78,0,1050,87,1,1,0,1,1990,90010432,624,51,0,0,3,0,1
35,1,2,172738,871,216,72,872,72,0,1086,90,0,0,0,5,1990,90010432,655,54,0,0,3,0,1
43,1,2,153367,895,335,74,914,76,0,1086,90,0,0,0,2,1990,90010432,560,46,0,0,3,0,1
40,1,2,174700,847,252,70,868,72,0,940,78,1,1,0,2,1990,90010440,595,49,0,0,3,0,1
55,1,2,161531,654,234,54,670,55,0,714,59,1,1,0,3,1990,90010440,420,34,0,0,3,0,1
30,1,2,169906,941,218,78,945,78,0,1086,90,0,0,0,2,1990,90010440,723,60,0,0,3,0,1
55,1,2,153055,657,238,54,671,55,0,1086,90,0,0,0,6,1990,90010440,419,34,0,0,3,0,1
25,1,2,172254,1002,218,83,,,,1086,90,0,0,0,0,1990,90010440,784,65,0,0,3,0,1
49,1,2,175968,835,343,69,859,71,0,1086,90,0,0,0,1,1990,90010440,492,40,0,0,3,0,0
48,1,2,139597,754,251,62,774,64,1,1086,90,0,0,0,2,1990,90010440,503,41,0,0,3,0,1
53,1,2,150296,676,227,56,,,,873,72,1,1,0,0,1990,90010448,449,37,0,0,3,0,1
32,1,2,158591,968,267,80,980,81,1,1086,90,0,0,0,2,1990,90010448,701,58,0,0,3,0,1
31,1,2,158591,944,242,78,997,83,0,1086,90,0,0,0,2,1990,90010448,702,58,0,0,3,0,1
42,1,2,173916,835,255,69,860,71,0,1086,90,0,0,0,2,1990,90010448,580,48,0,0,3,1,0
34,1,2,149445,861,192,71,1066,88,1,1086,90,0,0,0,1,1990,90010448,669,55,0,0,3,0,0
31,1,2,174418,942,233,78,967,80,0,1086,90,0,0,0,2,1990,90010448,709,59,0,0,3,0,1
33,1,2,148316,936,246,77,,,,1086,90,0,0,0,0,1990,90010448,690,57,0,0,3,0,1
54,1,2,151440,662,235,55,682,56,1,726,60,1,1,0,2,1990,90010448,427,35,0,0,3,0,1
34,1,2,167873,936,268,77,960,79,0,1086,90,0,0,0,3,1990,90010448,668,55,0,0,3,0,1
63,1,2,168481,567,239,47,580,48,1,1086,90,0,0,0,4,1990,90010456,328,27,0,0,3,0,0
46,1,2,175968,836,303,69,852,70,0,1086,90,0,0,0,1,1990,90010456,533,44,0,0,3,0,1
34,5,2,168270,896,227,74,,,,1020,84,1,1,0,0,1990,90010456,669,55,0,0,3,0,1
25,1,2,184179,1007,223,83,1011,84,1,1086,90,0,0,0,2,1990,90010456,784,65,0,0,3,0,1
33,1,2,143896,938,248,78,,,,988,82,1,1,0,0,1990,90010456,690,57,0,0,3,0,1
36,1,2,172738,891,240,74,897,74,0,945,78,1,1,0,3,1990,90010456,651,54,0,0,3,0,1
34,1,2,143896,898,231,74,981,81,0,1012,84,1,1,0,1,1990,90010456,667,55,0,0,3,0,1
55,1,2,149330,678,255,56,688,57,1,1086,90,0,0,0,3,1990,90010464,423,35,0,0,3,0,1
23,1,2,161863,1062,260,88,,,,1086,90,0,0,0,0,1990,90010464,802,66,0,0,3,0,1
43,6,2,155435,913,349,76,863,71,1,1086,90,0,1,0,2,1990,90010464,564,46,0,0,3,0,0
43,1,2,159127,857,287,71,890,74,1,908,75,1,1,0,2,1990,90010464,570,47,0,0,3,0,1
24,1,2,166407,1051,263,87,,,,1086,90,0,0,0,0,1990,90010464,788,65,0,0,3,0,1
58,5,2,166904,606,224,50,625,52,0,947,78,1,1,0,4,1990,90010464,382,31,0,0,3,0,1
38,1,2,167674,947,319,78,895,74,1,1086,90,0,0,0,2,1990,90010464,628,52,0,0,3,0,1
33,1,2,152285,964,277,80,945,78,0,1086,90,0,0,0,3,1990,90010464,687,57,0,0,3,0,1
28,1,2,154218,982,237,81,1018,84,1,1086,90,0,0,0,1,1990,90010464,745,62,0,0,3,0,1
40,1,2,173916,884,283,73,912,75,0,1086,90,0,0,0,3,1990,90010472,601,50,0,0,3,0,1
60,1,2,178637,622,262,51,630,52,0,1086,90,0,0,0,5,1990,90010472,360,29,0,0,3,0,1
32,1,2,148316,950,249,79,956,79,1,1086,90,0,0,0,3,1990,90010472,701,58,0,0,3,0,1
44,1,2,154054,786,236,65,797,66,1,1086,90,0,0,0,3,1990,90010472,550,45,0,0,3,0,1
21,6,2,165150,1031,200,85,1034,86,1,1086,90,0,1,0,2,1990,90010472,831,69,0,0,3,0,1
44,1,2,154054,800,247,66,807,67,0,1086,90,0,0,0,2,1990,90010472,553,46,0,0,3,0,1
30,5,2,169151,953,229,79,957,79,1,966,80,1,1,0,1,1990,90010472,724,60,0,0,3,0,0
46,1,2,156833,803,273,66,872,72,1,1086,90,0,0,0,1,1990,90010480,530,44,0,0,3,0,1
44,1,2,154054,764,217,63,782,65,0,1086,90,0,0,0,1,1990,90010480,547,45,0,0,3,0,1
33,1,2,169151,922,236,76,,,,1086,90,0,0,0,0,1990,90010480,686,57,0,0,3,0,1
23,1,2,165150,990,191,82,997,83,1,1086,90,0,0,0,2,1990,90010480,799,66,0,0,3,0,1
48,4,2,177307,750,244,62,760,63,0,948,78,1,1,0,6,1990,90010480,506,42,0,0,3,0,1
20,1,2,171051,1077,232,89,,,,1086,90,0,0,0,0,1990,90010480,845,70,0,0,3,0,1
49,5,2,140660,718,223,59,738,61,1,790,65,1,1,0,2,1990,90010480,495,41,0,0,3,0,1
32,1,2,158591,924,230,76,,,,982,81,1,1,0,0,1990,90010480,694,57,0,0,3,1,0
55,1,2,149330,607,183,50,685,57,1,1086,90,0,0,0,4,1990,90010480,424,35,0,0,3,0,1
33,5,2,169906,865,183,72,893,74,0,868,72,1,1,0,2,1990,90010488,682,56,0,0,3,0,0
38,5,2,161797,934,313,77,943,78,0,1035,86,1,1,0,2,1990,90010488,621,51,0,0,3,0,1
48,1,2,152521,738,230,61,747,62,1,820,68,1,1,0,3,1990,90010488,508,42,0,0,3,0,0
40,1,2,155435,822,217,68,864,71,0,999,83,1,1,0,2,1990,90010488,605,50,0,0,3,0,1
63,1,2,191211,538,219,44,568,47,1,554,46,1,1,0,4,1990,90010488,319,26,0,0,3,0,1
25,1,2,170989,1078,300,89,,,,1086,90,0,0,0,0,1990,90010488,778,64,0,0,3,0,1
43,1,2,172603,799,235,66,985,82,0,930,77,1,1,0,2,1990,90010488,564,46,0,0,3,1,0
38,1,2,156484,871,242,72,878,73,1,1086,90,0,0,0,2,1990,90010496,629,52,0,0,3,0,1
64,1,2,154719,590,282,49,604,50,1,1086,90,0,0,0,4,1990,90010496,308,25,0,0,3,0,1
32,5,2,151135,922,225,76,930,77,0,964,80,1,1,0,1,1990,90010496,697,58,0,0,3,0,1
52,1,2,150296,675,222,56,687,57,0,869,72,0,0,1,4,1990,90010496,453,37,0,0,3,0,1
40,5,2,155435,842,243,70,874,72,0,979,81,1,1,0,2,1990,90010496,599,49,0,0,3,0,1
45,1,2,167903,782,243,65,830,69,1,1086,90,0,0,0,1,1990,90010496,539,44,0,0,3,0,1
53,1,2,187220,660,211,54,693,57,1,881,73,1,1,0,4,1990,90010496,449,37,0,0,3,0,0
34,1,2,148316,959,291,79,964,80,1,1086,90,0,0,0,1,1990,90010496,668,55,0,0,3,0,1
61,1,2,142847,587,239,48,606,50,1,1086,90,0,0,0,3,1990,90010496,348,28,0,0,3,0,0
48,1,2,139597,772,264,64,784,65,1,1051,87,1,1,0,6,1990,90010504,508,42,0,0,3,0,1
22,1,2,191512,1076,255,89,,,,1086,90,0,0,0,0,1990,90010504,821,68,0,0,3,0,1
26,1,2,160483,958,193,79,955,79,0,1086,90,0,0,0,2,1990,90010504,765,63,0,0,3,0,1
45,1,2,154621,752,211,62,754,62,0,1086,90,0,0,0,4,1990,90010504,541,45,0,0,3,0,0
46,1,2,163514,721,195,60,750,62,1,942,78,0,0,1,2,1990,90010504,526,43,0,0,3,0,1
44,1,2,178283,807,260,67,,,,1086,90,0,0,0,0,1990,90010504,547,45,0,0,3,0,1
32,6,2,169906,904,205,75,911,75,0,955,79,1,1,0,3,1990,90010504,699,58,0,0,3,0,0
38,1,2,185249,944,316,78,1014,84,0,989,82,1,1,0,1,1990,90010512,628,52,0,0,3,0,1
33,1,2,151135,957,272,79,965,80,1,1086,90,0,0,0,3,1990,90010512,685,57,0,0,3,0,1
26,1,2,169698,1006,237,83,1042,86,0,1086,90,0,0,0,1,1990,90010512,769,64,0,0,3,0,1
64,1,2,163849,575,263,47,649,54,1,1086,90,0,0,0,1,1990,90010512,312,25,0,0,3,0,1
43,1,2,155435,786,219,65,803,66,1,897,74,1,1,0,3,1990,90010512,567,47,0,0,3,0,1
44,1,2,158623,769,221,64,784,65,1,1086,90,0,0,0,3,1990,90010512,548,45,0,0,3,0,1
54,4,2,148866,644,206,53,696,57,1,781,65,1,1,0,3,1990,90010512,438,36,0,0,3,0,1
46,1,2,152521,735,205,61,744,61,1,1086,90,0,0,0,3,1990,90010512,530,44,0,0,3,0,0
26,5,2,143820,990,222,82,,,,1043,86,1,1,0,0,1990,90010512,768,63,0,0,3,0,1
58,1,2,161531,618,229,51,596,49,0,1086,90,0,0,0,10,1990,90010520,389,32,0,0,3,0,0
59,1,2,173303,642,272,53,665,55,0,1086,90,0,0,0,2,1990,90010520,370,30,0,0,3,0,1
42,5,2,154054,822,249,68,,,,918,76,1,1,0,0,1990,90010520,573,47,0,0,3,0,1
46,5,2,175968,820,295,68,961,80,0,1018,84,1,1,0,1,1990,90010520,525,43,0,0,3,1,0
58,1,2,172577,591,211,49,571,47,0,1086,90,0,0,0,4,1990,90010520,380,31,0,0,3,0,0
45,1,2,164758,815,273,67,847,70,0,1086,90,0,0,0,2,1990,90010520,542,45,0,0,3,1,0
38,5,2,185249,845,224,70,871,72,1,911,75,1,1,0,1,1990,90010520,621,51,0,0,3,0,1
64,1,2,144098,525,210,43,556,46,0,740,61,1,1,0,3,1990,90010528,315,26,0,0,3,0,0
55,1,2,162760,659,238,54,669,55,0,1086,90,0,0,0,3,1990,90010528,421,35,0,0,3,0,0
39,5,2,153870,844,236,70,897,74,0,1014,84,1,1,0,2,1990,90010528,608,50,0,0,3,0,1
65,5,2,159848,530,228,44,537,44,0,655,54,1,1,0,6,1990,90010528,302,25,0,0,3,0,1
24,1,2,157924,1075,287,89,,,,1086,90,0,0,0,0,1990,90010528,788,65,0,0,3,0,1
51,1,2,164573,692,225,57,725,60,0,1086,90,0,0,0,4,1990,90010528,467,38,0,0,3,0,1
56,1,2,166904,617,214,51,631,52,0,1086,90,0,0,0,5,1990,90010528,403,33,0,0,3,0,0
28,1,2,178487,967,221,80,998,83,1,1086,90,0,0,0,2,1990,90010528,746,62,0,0,3,0,1
52,1,2,170182,696,243,57,708,58,0,1086,90,0,0,0,1,1990,90010528,453,37,0,0,3,0,0
28,1,2,155392,978,237,81,1035,86,1,1086,90,0,0,0,2,1990,90010536,741,61,0,0,3,0,1
24,1,2,176336,1073,276,89,1086,90,0,1086,90,0,0,0,1,1990,90010536,797,66,0,0,3,0,1
24,5,2,176336,1006,213,83,1029,85,1,1061,88,1,1,0,2,1990,90010536,793,66,0,0,3,0,0
61,4,2,169840,581,235,48,617,51,1,1045,87,0,0,1,2,1990,90010536,346,28,0,0,3,0,1
51,5,2,183874,696,225,57,852,70,1,741,61,1,1,0,3,1990,90010536,471,39,0,0,3,0,0
50,1,2,182486,704,224,58,756,62,0,732,60,1,1,0,2,1990,90010536,480,39,0,0,3,0,1
36,1,2,160330,942,291,78,983,81,0,1086,90,0,0,0,2,1990,90010536,651,54,0,0,3,1,0
26,1,2,172254,976,209,81,982,81,0,1086,90,0,0,0,2,1990,90010544,767,63,0,0,3,0,1
47,1,2,142119,823,305,68,861,71,1,1086,90,0,0,0,2,1990,90010544,518,43,0,0,3,0,1
26,1,2,153269,954,187,79,968,80,0,1086,90,0,0,0,6,1990,90010544,767,63,0,0,3,0,0
46,1,2,139597,740,212,61,743,61,1,752,62,1,1,0,6,1990,90010544,528,43,0,0,3,0,0
45,5,2,164758,785,247,65,817,68,1,971,80,1,1,0,3,1990,90010544,538,44,0,0,3,0,1
25,1,2,173565,1006,230,83,1011,84,1,1086,90,0,0,0,2,1990,90010544,776,64,0,0,3,0,1
50,1,2,150296,676,192,56,681,56,1,1086,90,0,0,0,2,1990,90010544,484,40,0,0,3,0,0
63,1,2,164758,596,267,49,621,51,1,1086,90,0,0,0,3,1990,90010544,329,27,0,0,3,1,0
26,1,2,144914,1058,285,88,,,,1086,90,0,0,0,0,1990,90010544,773,64,0,0,3,1,0
64,4,2,151202,552,246,45,572,47,0,845,70,0,0,1,3,1990,90010552,306,25,0,0,3,0,0
43,1,2,160275,787,220,65,800,66,0,1086,90,0,0,0,3,1990,90010552,567,47,0,0,3,0,0
27,1,2,150050,1035,279,86,1050,87,0,1086,90,0,0,0,2,1990,90010552,756,62,0,0,3,1,0
56,5,2,171994,658,249,54,667,55,0,830,69,1,1,0,2,1990,90010552,409,34,0,0,3,0,1
19,1,2,198820,1068,212,88,1069,89,1,1086,90,0,0,0,1,1990,90010552,856,71,0,0,3,0,0
49,1,2,175968,783,286,65,969,80,1,891,74,1,1,0,1,1990,90010552,497,41,0,0,3,0,1
24,1,2,176336,1040,245,86,1058,88,0,1086,90,0,0,0,1,1990,90010552,795,66,0,0,3,0,1
57,1,2,166904,633,241,52,648,53,1,1086,90,0,0,0,2,1990,90010560,392,32,0,0,3,0,1
51,1,2,187645,724,260,60,748,62,1,1086,90,0,0,0,5,1990,90010560,464,38,0,0,3,0,1
57,1,2,150467,617,220,51,673,56,1,1086,90,0,0,0,2,1990,90010560,397,33,0,0,3,0,1
46,1,2,155798,791,266,65,814,67,0,1086,90,0,0,0,5,1990,90010560,525,43,0,0,3,1,0
37,5,2,152708,868,230,72,877,73,0,1072,89,1,1,0,5,1990,90010560,638,53,0,0,3,0,1
36,1,2,172738,934,283,77,986,82,1,1086,90,0,0,0,3,1990,90010560,651,54,0,0,3,0,1
38,1,2,155726,827,206,68,834,69,0,1086,90,0,0,0,2,1990,90010560,621,51,0,0,3,0,0
50,1,2,183874,695,216,57,713,59,1,1086,90,0,0,0,1,1990,90010560,479,39,0,0,3,0,1
47,1,2,182573,856,344,71,872,72,1,1086,90,0,0,0,2,1990,90010560,512,42,0,1,3,0,1
33,1,2,149445,910,231,75,,,,980,81,1,1,0,0,1990,90010568,679,56,0,0,3,1,0
63,1,2,144098,540,213,44,551,45,1,1086,90,0,0,0,2,1990,90010568,327,27,0,0,3,0,0
52,5,2,159988,653,202,54,670,55,0,745,62,1,1,0,6,1990,90010568,451,37,0,0,3,0,0
30,1,2,151135,1003,281,83,1012,84,0,1086,90,0,0,0,3,1990,90010568,722,60,0,0,3,0,1
43,1,2,153367,834,272,69,862,71,0,1086,90,0,0,0,3,1990,90010568,562,46,0,0,3,1,0
30,1,2,143896,1008,283,83,1052,87,1,1086,90,0,0,0,1,1990,90010568,725,60,0,0,3,1,0
61,1,2,169840,528,185,43,548,45,0,678,56,0,0,1,1,1990,90010568,343,28,0,0,3,0,1
56,1,2,149330,630,222,52,636,52,0,1086,90,0,0,0,7,1990,90010576,408,33,0,0,3,0,1
58,1,2,153552,634,256,52,631,52,1,670,55,1,1,0,4,1990,90010576,378,31,0,0,3,0,1
29,1,2,154218,1077,348,89,,,,1086,90,0,0,0,0,1990,90010576,729,60,0,0,3,0,1
56,4,2,161531,597,183,49,717,59,0,809,67,0,0,1,4,1990,90010576,414,34,0,0,3,0,0
61,1,2,171133,592,245,49,602,50,1,1086,90,0,0,0,5,1990,90010576,347,28,0,0,3,0,1
33,5,2,143896,942,260,78,982,81,1,1078,89,1,1,0,3,1990,90010576,682,56,0,0,3,0,1
54,1,2,156871,622,190,51,634,52,0,1086,90,0,0,0,1,1990,90010576,432,35,0,0,3,0,1
39,5,2,155302,850,241,70,883,73,0,1068,88,1,1,0,2,1990,90010576,609,50,0,0,3,0,1
19,5,2,187231,1065,212,88,1057,88,0,1082,90,1,1,0,1,1990,90010576,853,71,0,0,3,0,1
40,1,2,155894,816,217,67,868,72,1,829,69,1,1,0,2,1990,90010584,599,49,0,0,3,0,1
33,2,2,168270,960,275,79,1001,83,0,1086,90,0,0,0,3,1990,90010584,685,57,0,0,3,0,1
48,1,2,163514,720,218,59,729,60,0,1086,90,0,0,0,3,1990,90010584,502,41,0,0,3,0,1
29,1,2,155392,965,230,80,970,80,0,1033,86,1,1,0,2,1990,90010584,735,61,0,0,3,0,1
65,1,2,134685,624,326,51,,,,871,72,1,1,0,0,1990,90010584,298,24,0,0,3,0,0
