year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2013,9,practically never,practically never,agree entirely,very good,8,agree,agree,disagree,,,,,38,39,2,1,2,2,0,0,1,0,1,0
2013,9,often,often,agree entirely,very good,9,agree,agree,disagree,,,,,38,39,2,1,2,2,1,0,1,0,1,0
2014,entirely satisfied,practically never,practically never,,very good,I don’t know,agree,agree,disagree,,,,,39,40,2,1,2,2,0,0,1,0,1,0
2014,entirely satisfied,practically never,occasionally,,very good,8,disagree,neither agree nor disagree,neither agree nor disagree,,,,,39,40,2,1,2,2,1,0,1,0,1,0
2015,entirely satisfied,practically never,practically never,,very good,8,agree,agree,neither agree nor disagree,12,0,100,,41,41,2,1,2,2,0,0,1,0,1,0
2015,entirely satisfied,practically never,occasionally,,very good,9,neither agree nor disagree,agree,neither agree nor disagree,35,0,,,41,41,2,1,2,2,1,0,1,0,1,0
2016,9,practically never,occasionally,,very good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,42,2,1,2,2,0,0,1,0,1,0
2016,entirely satisfied,practically never,occasionally,,very good,8,fully disagree,neither agree nor disagree,disagree,,,,,42,42,2,1,2,2,1,0,1,0,1,0
2014,5,practically never,not applicable,,very good,1,fully disagree,disagree,disagree,,,,,52,47,2,3,1,1,1,0,1,0,1,0
2015,entirely satisfied,occasionally,practically never,,good,8,neither agree nor disagree,disagree,agree,6,6,9,,53,49,2,3,1,1,1,0,1,0,1,0
2015,entirely satisfied,occasionally,occasionally,,good,7,agree,neither agree nor disagree,disagree,3,3,,,53,49,2,3,1,1,0,0,1,0,1,0
2016,6,occasionally,occasionally,,good,,,,,,,,,54,50,2,3,1,1,1,0,1,0,1,0
2011,I don’t know,practically never,occasionally,fairly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,49,46,2,2,4,4,0,0,1,0,1,0
2011,8,practically never,occasionally,slightly agree,good,8,neither agree nor disagree,disagree,agree,,,,,49,46,2,2,4,4,1,0,1,0,1,0
2012,entirely satisfied,practically never,occasionally,,very good,,,,,0,0,,,50,47,2,2,4,4,0,0,1,0,1,0
2012,8,practically never,occasionally,,good,,neither agree nor disagree,agree,disagree,0,30,,,50,47,2,2,4,4,1,0,1,0,1,0
2008,4,occasionally,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,46,48,3,3,4,4,0,0,1,1,2,0
2008,entirely satisfied,practically never,practically never,,,,neither agree nor disagree,disagree,disagree,,,,,42,41,2,2,1,1,0,0,1,0,1,1
2008,9,practically never,practically never,,,,neither agree nor disagree,disagree,agree,,,,,42,41,2,2,1,1,1,0,1,0,1,1
2014,7,occasionally,occasionally,,"not good, not poor",8,,,,,,,,45,44,2,2,1,1,0,0,1,0,0,0
2014,8,occasionally,occasionally,,good,6,,,,,,,,45,44,2,2,1,1,1,0,1,0,0,0
2015,8,practically never,occasionally,,good,8,neither agree nor disagree,disagree,agree,2,30,,,46,46,2,2,1,1,0,0,1,0,0,0
2015,8,practically never,occasionally,,"not good, not poor",7,agree,neither agree nor disagree,neither agree nor disagree,4,,,,46,46,2,2,1,1,1,0,1,0,0,0
2015,8,practically never,occasionally,,very poor,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,60,,60,,28,25,2,2,4,4,1,0,0,0,1,1
2014,8,often,practically never,,very good,,,,,,,,,31,31,2,3,4,4,0,0,0,0,1,0
2008,9,practically never,practically never,,,7,disagree,agree,agree,,,,,46,41,1,1,1,1,0,0,1,1,1,1
2008,9,practically never,practically never,,,10 completely satisfied,disagree,agree,agree,,,,,46,41,1,1,1,1,1,0,1,1,1,1
2009,8,practically never,practically never,fairly agree,,9,disagree,agree,agree,0,,,,47,42,1,1,1,1,0,0,1,1,1,1
2009,9,practically never,practically never,agree entirely,,10 completely satisfied,disagree,agree,disagree,1,,,250,47,42,1,1,1,1,1,0,1,1,1,1
2010,entirely satisfied,practically never,practically never,,,9,disagree,agree,disagree,55,0,,,48,43,1,1,1,1,1,0,1,1,1,1
2011,9,practically never,practically never,fairly agree,very good,9,disagree,agree,agree,,,,,49,44,1,1,1,1,1,0,1,1,1,1
2012,8,occasionally,occasionally,,very good,7,disagree,agree,agree,14,0,,,50,45,1,1,1,1,1,0,1,1,1,1
2008,8,occasionally,occasionally,,,7,neither agree nor disagree,agree,disagree,,,,,44,47,3,3,4,4,1,0,1,1,1,1
2008,entirely satisfied,occasionally,occasionally,,,8,neither agree nor disagree,agree,agree,,,,,42,42,2,2,1,1,0,1,0,0,1,0
2009,8,occasionally,occasionally,fairly disagree,,,neither agree nor disagree,agree,agree,,,,,43,43,2,2,1,1,0,1,0,0,1,0
2010,9,occasionally,occasionally,,,,neither agree nor disagree,agree,agree,,,,,44,44,2,2,1,1,0,1,0,0,1,0
2008,7,practically never,occasionally,,,,fully disagree,agree,fully disagree,,,,,42,41,3,1,4,4,1,0,0,0,2,2
2010,9,occasionally,practically never,,,8,neither agree nor disagree,agree,agree,28,0,,,26,27,2,2,1,1,0,1,0,0,0,0
2010,9,occasionally,practically never,,,8,neither agree nor disagree,agree,disagree,32,0,,125,26,27,2,2,1,1,1,1,0,0,0,0
2011,8,occasionally,occasionally,fairly agree,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,27,28,2,2,1,1,0,1,0,0,0,0
2011,7,often,practically never,agree entirely,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,27,28,2,2,1,1,1,1,0,0,0,0
2012,6,occasionally,occasionally,,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,28,29,2,2,1,1,0,1,0,0,1,1
2012,7,occasionally,occasionally,,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,28,29,2,2,1,1,1,1,0,0,1,1
2013,7,occasionally,often,fairly agree,good,,,,,,,,,29,30,2,2,1,1,0,1,0,0,1,1
2013,7,occasionally,often,fairly agree,good,,,,,,,,,29,30,2,2,1,1,1,1,0,0,1,1
2014,8,occasionally,occasionally,,"not good, not poor",8,,,,,,,,30,31,2,2,1,1,1,1,0,0,1,1
2015,8,often,often,,"not good, not poor",,neither agree nor disagree,agree,disagree,50,0,,,32,33,2,2,1,1,1,1,0,0,2,2
2008,9,practically never,occasionally,,,9,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,41,32,3,3,1,1,0,0,0,0,2,1
2008,9,occasionally,often,,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,41,32,3,3,1,1,1,0,0,0,2,1
2009,8,practically never,occasionally,slightly disagree,,9,,,,,,,,42,33,3,3,1,1,0,0,0,0,2,1
2009,8,occasionally,occasionally,slightly disagree,,8,,,,,,,,42,33,3,3,1,1,1,0,0,0,2,1
2010,8,occasionally,occasionally,,,8,,,,,,,,43,34,3,3,1,1,0,0,0,0,2,1
2010,8,practically never,occasionally,,,8,neither agree nor disagree,disagree,neither agree nor disagree,,,,,43,34,3,3,1,1,1,0,0,0,2,1
2011,8,occasionally,occasionally,fairly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,44,35,3,3,1,1,0,0,0,0,2,1
2011,9,occasionally,occasionally,slightly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,44,35,3,3,1,1,1,0,0,0,2,1
2012,9,occasionally,occasionally,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,14,0,,,45,36,3,3,1,1,0,0,0,0,2,1
2012,9,occasionally,occasionally,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,38,30,,400,45,36,3,3,1,1,1,0,0,0,2,1
2013,8,occasionally,occasionally,slightly agree,good,8,disagree,neither agree nor disagree,agree,,,,,46,37,3,3,1,1,0,0,0,0,2,1
2013,8,practically never,occasionally,fairly agree,good,8,disagree,neither agree nor disagree,agree,,,,,46,37,3,3,1,1,1,0,0,0,2,1
2014,9,occasionally,occasionally,,very good,8,neither agree nor disagree,disagree,agree,,,,,47,38,3,3,1,1,0,0,1,0,2,1
2014,9,practically never,occasionally,,very good,8,neither agree nor disagree,disagree,agree,,,,,47,38,3,3,1,1,1,0,1,0,2,1
2015,9,occasionally,occasionally,,good,9,neither agree nor disagree,disagree,neither agree nor disagree,18,0,150,,49,40,3,3,1,1,0,0,1,0,2,1
2015,9,occasionally,occasionally,,good,8,neither agree nor disagree,disagree,neither agree nor disagree,40,0,,,49,40,3,3,1,1,1,0,1,0,2,1
2016,9,occasionally,occasionally,,very good,,neither agree nor disagree,neither agree nor disagree,agree,,,,,50,41,3,3,1,1,0,0,1,0,2,1
2016,9,occasionally,occasionally,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,50,41,3,3,1,1,1,0,1,0,2,1
2014,7,occasionally,often,,"not good, not poor",,,,,,,,,43,38,1,1,1,1,0,0,1,0,1,0
2014,7,occasionally,often,,"not good, not poor",,,,,,,,,43,38,1,1,1,1,1,0,1,0,1,0
2008,entirely satisfied,occasionally,often,,,8,,,,,,,,40,37,1,1,1,1,0,0,1,1,2,0
2008,8,occasionally,occasionally,,,7,,,,,,,,40,37,1,1,1,1,1,0,1,1,2,0
2010,8,occasionally,occasionally,,,7,fully disagree,neither agree nor disagree,neither agree nor disagree,5,0,,0,41,38,1,2,4,4,1,0,0,0,0,0
2010,8,practically never,occasionally,,,7,neither agree nor disagree,fully agree,neither agree nor disagree,10,0,,260,57,46,3,1,2,1,0,0,1,0,1,1
2011,7,practically never,occasionally,agree entirely,good,7,neither agree nor disagree,fully agree,agree,,,,,58,47,3,1,2,1,0,0,1,0,1,1
2012,8,practically never,occasionally,,very good,7,neither agree nor disagree,fully agree,neither agree nor disagree,7,0,,0,59,48,3,1,2,1,0,0,1,0,1,1
2013,7,practically never,occasionally,agree entirely,very good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,60,49,3,1,2,1,0,0,1,0,1,1
2014,8,practically never,occasionally,,very good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,61,50,3,1,2,1,0,0,1,0,1,1
2014,8,occasionally,practically never,,good,,,,,,,,,38,38,3,3,4,4,0,0,0,0,0,0
2008,8,occasionally,occasionally,,,,neither agree nor disagree,agree,agree,,,,,39,37,3,1,1,1,0,0,0,0,1,0
2008,8,occasionally,practically never,,,,neither agree nor disagree,agree,disagree,,,,,39,37,3,1,1,1,1,0,0,0,1,0
2008,7,occasionally,occasionally,,,,neither agree nor disagree,disagree,disagree,,,,,41,37,3,2,1,1,0,1,0,0,1,0
2008,8,practically never,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,41,37,3,2,1,1,1,1,0,0,1,0
2008,8,often,practically never,,,7,disagree,agree,disagree,,,,,33,33,3,2,1,1,0,1,0,0,0,0
2008,7,often,occasionally,,,7,disagree,neither agree nor disagree,fully disagree,,,,,33,33,3,2,1,1,1,1,0,0,0,0
2009,8,occasionally,occasionally,slightly agree,,8,neither agree nor disagree,agree,agree,10,0,,,34,34,3,2,1,1,0,1,0,0,0,0
2009,8,occasionally,occasionally,fairly agree,,8,disagree,agree,fully disagree,23,0,,20,34,34,3,2,1,1,1,1,0,0,0,0
2010,7,often,practically never,,,7,neither agree nor disagree,disagree,agree,8,0,,,35,35,3,2,1,1,0,1,0,0,1,1
2010,8,often,occasionally,,,7,neither agree nor disagree,agree,agree,,,,,35,35,3,2,1,1,1,1,0,0,1,1
2011,8,occasionally,occasionally,fairly agree,good,7,disagree,neither agree nor disagree,disagree,,,,,36,36,3,3,1,1,1,1,0,0,1,1
2012,8,occasionally,occasionally,,good,,,,,15,0,,,37,37,3,3,1,1,0,1,0,0,1,1
2013,8,occasionally,occasionally,slightly agree,good,,disagree,neither agree nor disagree,neither agree nor disagree,,,,,38,38,3,3,1,1,0,1,0,0,1,1
2013,8,occasionally,occasionally,slightly agree,good,,disagree,neither agree nor disagree,disagree,,,,,38,38,3,3,1,1,1,1,0,0,1,1
2014,8,occasionally,occasionally,,very good,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,39,39,3,3,1,1,0,1,0,0,1,1
2008,7,occasionally,occasionally,,,7,disagree,agree,disagree,,,,,45,37,2,2,1,1,0,0,0,0,1,0
2008,6,occasionally,occasionally,,,7,agree,agree,disagree,,,,,45,37,2,2,1,1,1,0,0,0,1,0
2009,6,occasionally,occasionally,slightly disagree,,7,neither agree nor disagree,disagree,neither agree nor disagree,38,,,60,46,,2,,1,1,1,0,0,0,1,0
2009,7,occasionally,occasionally,fairly disagree,,7,neither agree nor disagree,agree,disagree,,,,,46,,2,,1,1,0,0,0,0,1,0
2010,7,practically never,occasionally,,,,neither agree nor disagree,agree,disagree,,,,,47,,2,,1,1,1,0,0,0,1,0
2010,7,occasionally,occasionally,,,7,disagree,neither agree nor disagree,disagree,,,,,47,,2,,1,1,0,0,0,0,1,0
2011,7,occasionally,occasionally,fairly agree,good,7,agree,agree,neither agree nor disagree,,,,,48,,2,,1,1,1,0,0,0,1,0
2011,7,occasionally,occasionally,slightly agree,good,7,neither agree nor disagree,agree,agree,,,,,48,,2,,1,1,0,0,0,0,1,0
2012,6,occasionally,occasionally,,good,7,neither agree nor disagree,agree,disagree,35,0,,145,49,,2,,1,1,1,0,0,0,1,0
2012,7,occasionally,occasionally,,good,7,,,,12,0,,,49,,2,,1,1,0,0,0,0,1,0
2013,7,practically never,occasionally,fairly agree,good,7,neither agree nor disagree,agree,disagree,,,,,50,,2,,1,1,1,0,0,0,1,0
2013,7,occasionally,occasionally,fairly agree,good,7,neither agree nor disagree,agree,agree,,,,,50,,2,,1,1,0,0,0,0,1,0
2016,7,practically never,occasionally,,good,,,,,,,,,54,,2,,1,1,1,0,0,0,1,0
2016,8,occasionally,occasionally,,good,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,54,,2,,1,1,0,0,0,0,1,0
2008,9,occasionally,occasionally,,,8,neither agree nor disagree,agree,disagree,,,,,43,44,3,2,1,1,0,1,0,0,1,0
2008,entirely satisfied,practically never,occasionally,,,8,disagree,neither agree nor disagree,fully disagree,,,,,43,44,3,2,1,1,1,1,0,0,1,0
2009,8,occasionally,occasionally,fairly agree,,7,disagree,agree,disagree,20,,,,44,45,3,2,1,1,0,1,0,0,1,0
2009,entirely satisfied,practically never,occasionally,agree entirely,,10 completely satisfied,disagree,agree,neither agree nor disagree,15,,,370,44,45,3,2,1,1,1,1,0,0,1,0
2010,9,occasionally,practically never,,,,fully disagree,agree,disagree,24,0,,,45,46,3,2,1,1,0,0,1,1,1,0
2010,8,practically never,occasionally,,,10 completely satisfied,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,15,0,,0,45,46,3,2,1,1,1,0,1,1,1,0
2011,entirely satisfied,practically never,occasionally,fairly agree,very good,8,disagree,agree,disagree,,,,,46,47,3,2,1,1,1,0,1,1,1,0
2012,9,occasionally,occasionally,,good,5,fully disagree,agree,fully disagree,,,,,47,48,3,2,1,1,0,0,1,1,1,0
2012,entirely satisfied,occasionally,practically never,,very good,10 completely satisfied,neither agree nor disagree,neither agree nor disagree,fully agree,,,,,47,48,3,2,1,1,1,0,1,1,1,0
2013,8,occasionally,occasionally,fairly disagree,good,4,fully disagree,fully agree,disagree,,,,,48,49,3,2,1,1,0,0,1,1,1,0
2013,entirely satisfied,occasionally,occasionally,fairly agree,good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,48,49,3,2,1,1,1,0,1,1,1,0
2014,8,occasionally,occasionally,,good,7,fully disagree,fully agree,fully disagree,,,,,49,50,3,2,1,1,0,0,1,1,1,0
2014,7,practically never,practically never,,good,,disagree,neither agree nor disagree,disagree,,,,,49,50,3,2,1,1,1,0,1,1,1,0
2015,9,occasionally,occasionally,,good,8,fully disagree,fully agree,fully disagree,12,,,,50,51,3,2,1,1,0,0,1,1,1,0
2015,entirely satisfied,practically never,practically never,,good,7,,,,5,,300,,50,51,3,2,1,1,1,0,1,1,1,0
2008,entirely satisfied,practically never,occasionally,,,9,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,38,37,3,2,1,1,0,0,0,0,2,1
2008,entirely satisfied,occasionally,occasionally,,,8,fully disagree,disagree,disagree,,,,,38,37,3,2,1,1,1,0,0,0,2,1
2009,8,occasionally,occasionally,slightly agree,,9,neither agree nor disagree,agree,agree,10,,,295,39,38,3,2,1,1,0,0,0,0,2,1
2009,8,practically never,occasionally,fairly agree,,9,fully disagree,neither agree nor disagree,disagree,23,,,,39,38,3,2,1,1,1,0,0,0,2,1
2010,8,practically never,occasionally,,,8,neither agree nor disagree,agree,agree,11,30,,255,40,39,3,2,1,1,0,0,0,0,2,1
2010,I don’t know,practically never,occasionally,,,9,disagree,neither agree nor disagree,agree,35,30,,,40,39,3,2,1,1,1,0,0,0,2,1
2011,8,practically never,practically never,fairly agree,good,8,neither agree nor disagree,agree,agree,,,,,41,40,3,2,1,1,0,0,0,0,2,1
2011,entirely satisfied,practically never,practically never,fairly disagree,very good,8,fully disagree,neither agree nor disagree,fully disagree,,,,,41,40,3,2,1,1,1,0,0,0,2,1
2012,8,occasionally,occasionally,,good,8,agree,disagree,agree,8,0,,375,42,41,3,2,1,1,0,0,0,0,2,1
2012,entirely satisfied,practically never,practically never,,very good,8,fully disagree,neither agree nor disagree,fully disagree,28,0,,,42,41,3,2,1,1,1,0,0,0,2,1
2013,8,occasionally,occasionally,slightly disagree,good,8,neither agree nor disagree,agree,agree,,,,,43,42,3,2,1,1,0,0,1,0,2,1
2013,entirely satisfied,occasionally,practically never,slightly disagree,very good,8,fully disagree,disagree,fully disagree,,,,,43,42,3,2,1,1,1,0,1,0,2,1
2014,8,occasionally,practically never,,good,8,disagree,agree,agree,,,,,44,43,3,2,1,1,0,0,1,0,2,1
2014,9,occasionally,occasionally,,very good,7,fully disagree,neither agree nor disagree,fully disagree,,,,,44,43,3,2,1,1,1,0,1,0,2,1
2015,8,practically never,occasionally,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,20,,90,,46,45,3,2,1,1,0,0,1,0,2,1
2015,9,occasionally,practically never,,very good,8,fully disagree,agree,fully disagree,25,,,,46,45,3,2,1,1,1,0,1,0,2,1
2016,8,practically never,practically never,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,47,46,3,2,1,1,0,0,1,0,2,1
2016,9,practically never,practically never,,very good,8,fully disagree,neither agree nor disagree,fully disagree,,,,,47,46,3,2,1,1,1,0,1,0,2,1
2008,7,occasionally,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,57,51,3,3,1,1,1,0,1,1,1,0
2008,8,occasionally,occasionally,,,7,neither agree nor disagree,agree,disagree,,,,,57,51,3,3,1,1,0,0,1,1,1,0
2009,7,occasionally,occasionally,slightly disagree,,7,disagree,disagree,neither agree nor disagree,12,,,,58,52,3,3,1,1,1,0,1,1,1,0
2009,8,occasionally,occasionally,fairly agree,,8,disagree,neither agree nor disagree,neither agree nor disagree,10,,,180,58,52,3,3,1,1,0,0,1,1,1,0
2010,I don’t know,occasionally,occasionally,,,7,neither agree nor disagree,agree,agree,,,,,59,53,3,3,1,1,1,0,1,1,1,0
2010,9,occasionally,occasionally,,,8,disagree,neither agree nor disagree,neither agree nor disagree,10,0,,,59,53,3,3,1,1,0,0,1,1,1,0
2008,7,occasionally,occasionally,,,8,agree,disagree,agree,,,,,43,37,2,3,4,4,0,0,0,0,2,2
2009,5,occasionally,often,fairly disagree,,,,,,,,,,44,38,2,3,4,4,0,0,0,0,2,2
2010,6,often,often,,,,,,,,,,,45,39,2,3,4,4,0,0,0,0,2,2
2012,8,practically never,occasionally,,very good,8,agree,agree,disagree,26,0,,245,47,44,3,3,4,4,1,1,0,0,1,1
2013,8,practically never,practically never,slightly agree,very good,,neither agree nor disagree,fully agree,neither agree nor disagree,,,,,48,45,3,3,4,4,1,1,0,0,1,1
2008,9,occasionally,occasionally,,,,disagree,disagree,disagree,,,,,39,39,3,2,4,4,0,1,0,0,2,1
2008,7,practically never,practically never,,,8,disagree,neither agree nor disagree,agree,,,,,41,38,1,2,1,1,0,0,1,0,1,1
2008,8,practically never,practically never,,,8,fully disagree,agree,neither agree nor disagree,,,,,41,38,1,2,1,1,1,0,1,0,1,1
2009,7,practically never,practically never,fairly disagree,,8,disagree,agree,agree,5,0,,,42,39,1,2,1,1,0,0,1,0,1,1
2009,8,practically never,occasionally,fairly agree,,8,neither agree nor disagree,agree,agree,7,0,,230,42,39,1,2,1,1,1,0,1,0,1,1
2010,7,occasionally,occasionally,,,8,neither agree nor disagree,agree,agree,3,0,,,43,40,1,2,1,1,0,0,1,0,1,1
2010,8,occasionally,practically never,,,8,neither agree nor disagree,agree,neither agree nor disagree,0,0,,152,43,40,1,2,1,1,1,0,1,0,1,1
2011,7,practically never,practically never,agree entirely,"not good, not poor",7,neither agree nor disagree,disagree,agree,,,,,44,41,1,2,1,1,0,0,1,0,1,1
