year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2015,entirely satisfied,practically never,occasionally,,very good,9,agree,disagree,disagree,40,0,100,,36,35,2,2,1,1,0,1,0,0,1,0
2015,entirely satisfied,practically never,occasionally,,very good,9,fully disagree,fully disagree,fully disagree,48,,,,36,35,2,2,1,1,1,1,0,0,1,0
2016,entirely satisfied,occasionally,occasionally,,good,,,,,,,,,37,36,2,2,1,1,0,1,0,0,1,0
2016,entirely satisfied,occasionally,occasionally,,good,10 completely satisfied,neither agree nor disagree,fully disagree,disagree,,,,,37,36,2,2,1,1,1,1,0,0,1,0
2014,entirely dissatisfied,often,occasionally,,good,5,,,,,,,,35,42,3,3,4,4,1,1,0,0,0,0
2008,9,practically never,occasionally,,,9,fully disagree,disagree,disagree,,,,,29,29,2,2,4,4,1,0,0,0,1,0
2010,entirely satisfied,practically never,occasionally,,,8,disagree,neither agree nor disagree,disagree,10,0,,180,31,31,2,2,4,4,1,0,0,0,2,1
2011,9,practically never,occasionally,agree entirely,very good,8,fully disagree,disagree,fully disagree,,,,,32,32,2,2,4,4,1,0,0,0,2,1
2012,9,practically never,practically never,,very good,,fully disagree,disagree,disagree,17,0,,,33,33,2,2,4,4,1,0,0,0,2,1
2013,9,practically never,occasionally,fairly agree,very good,9,fully disagree,disagree,disagree,,,,,34,34,2,2,4,4,1,0,0,0,2,1
2014,9,practically never,occasionally,,very good,,,,,,,,,35,35,2,2,4,4,1,0,0,0,2,1
2010,entirely satisfied,occasionally,occasionally,,,9,neither agree nor disagree,disagree,agree,40,0,,60,30,28,1,1,4,4,1,0,0,0,0,0
2011,9,practically never,occasionally,slightly agree,good,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,31,29,1,1,4,4,1,0,0,0,0,0
2012,8,occasionally,occasionally,,good,9,agree,neither agree nor disagree,agree,35,0,,85,32,30,1,1,4,4,1,0,0,0,0,0
2013,9,occasionally,occasionally,fairly agree,good,9,neither agree nor disagree,disagree,agree,,,,,33,31,1,1,4,4,1,0,0,0,1,0
2014,entirely satisfied,occasionally,occasionally,,very good,8,neither agree nor disagree,disagree,agree,,,,,34,32,1,1,4,4,1,0,0,0,1,0
2015,9,occasionally,occasionally,,very good,8,agree,fully disagree,agree,30,,20,,35,34,1,1,4,4,1,0,0,0,1,0
2016,8,occasionally,occasionally,,very good,,,,,,,,,36,35,1,1,4,4,1,0,0,0,1,0
2008,9,occasionally,occasionally,,,8,,,,,,,,31,30,1,2,1,1,1,0,0,0,0,0
2009,9,occasionally,occasionally,fairly agree,,8,fully disagree,agree,fully disagree,40,,,100,32,31,1,2,1,1,1,0,0,0,0,0
2010,7,occasionally,practically never,,,7,fully disagree,disagree,disagree,,,,,33,32,1,2,1,1,1,0,0,0,1,1
2014,7,occasionally,occasionally,,good,,,,,,,,,37,36,1,2,1,1,1,0,0,0,1,1
2015,7,occasionally,occasionally,,good,7,fully disagree,neither agree nor disagree,agree,50,0,300,,38,37,1,2,1,1,1,0,0,0,1,1
2016,8,occasionally,occasionally,,good,,disagree,agree,neither agree nor disagree,,,,,39,38,1,2,1,1,1,0,0,0,1,1
2010,8,practically never,practically never,,,8,,,,,,,,41,42,1,3,4,4,1,0,1,1,2,0
2014,9,practically never,occasionally,,very good,7,,,,,,,,39,33,3,3,4,4,1,1,0,0,0,0
2015,8,occasionally,occasionally,,very good,8,fully disagree,neither agree nor disagree,disagree,15,,30,,40,34,3,3,4,4,1,1,0,0,0,0
2016,8,occasionally,occasionally,,very good,,fully disagree,neither agree nor disagree,agree,,,,,41,35,3,3,4,4,1,1,0,0,1,0
2008,9,practically never,practically never,,,8,agree,agree,agree,,,,,43,36,3,2,4,4,0,1,0,0,1,1
2009,6,occasionally,practically never,slightly disagree,,7,disagree,agree,agree,12,,,,44,37,3,2,4,4,0,1,0,0,1,1
2011,8,occasionally,occasionally,slightly agree,very good,6,,,,,,,,46,39,3,2,4,4,0,1,0,0,1,1
2008,8,occasionally,often,,,7,neither agree nor disagree,agree,agree,,,,,40,37,3,3,2,1,0,0,0,0,2,1
2008,8,occasionally,often,,,7,disagree,disagree,neither agree nor disagree,,,,,40,37,3,3,2,1,1,0,0,0,2,1
2009,8,occasionally,occasionally,fairly disagree,,7,neither agree nor disagree,agree,agree,,,,,41,38,3,3,2,1,0,0,0,0,2,1
2009,entirely satisfied,often,often,fairly agree,,9,agree,agree,neither agree nor disagree,30,,,573,41,38,3,3,2,1,1,0,0,0,2,1
2011,8,practically never,occasionally,agree entirely,good,7,,,,,,,,43,40,3,3,2,1,0,0,0,0,2,1
2011,9,occasionally,often,fairly disagree,good,7,neither agree nor disagree,agree,agree,,,,,43,40,3,3,2,1,1,0,0,0,2,1
2012,8,practically never,occasionally,,"not good, not poor",6,neither agree nor disagree,agree,agree,,,,,44,41,3,3,2,1,0,0,1,0,2,1
2012,9,occasionally,occasionally,,good,,disagree,agree,neither agree nor disagree,,,,,44,41,3,3,2,1,1,0,1,0,2,1
2013,9,occasionally,occasionally,slightly disagree,good,,,,,,,,,45,42,3,3,2,1,1,0,1,0,2,1
2014,8,practically never,occasionally,,good,7,neither agree nor disagree,agree,agree,,,,,46,43,3,3,2,1,0,0,1,0,2,1
2014,9,practically never,occasionally,,good,7,disagree,agree,disagree,,,,,46,43,3,3,2,1,1,0,1,0,2,1
2015,7,occasionally,often,,"not good, not poor",,neither agree nor disagree,disagree,agree,5,,,,48,44,3,3,2,1,0,0,1,0,2,1
2015,9,occasionally,often,,good,6,,,,20,,,,48,44,3,3,2,1,1,0,1,0,2,1
2016,8,practically never,occasionally,,good,7,,,,,,,,49,45,3,3,2,1,0,0,1,0,2,1
2016,9,occasionally,occasionally,,good,7,,,,,,,,49,45,3,3,2,1,1,0,1,0,2,1
2008,9,occasionally,occasionally,,,,disagree,neither agree nor disagree,disagree,,,,,40,38,3,3,1,1,0,1,0,0,0,0
2008,9,practically never,practically never,,,,fully disagree,disagree,disagree,,,,,40,38,3,3,1,1,1,1,0,0,0,0
2014,8,occasionally,occasionally,,good,7,,,,,,,,43,41,2,3,3,1,0,0,1,0,3,2
2014,8,practically never,occasionally,,very good,8,,,,,,,,43,41,2,3,3,1,1,0,1,0,3,2
2008,entirely satisfied,occasionally,occasionally,,,7,agree,disagree,agree,,,,,32,29,2,1,1,1,0,1,0,0,1,1
2008,entirely satisfied,practically never,practically never,,,5,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,32,29,2,1,1,1,1,1,0,0,1,1
2009,9,occasionally,occasionally,fairly disagree,,,,,,10,0,,,33,30,2,1,1,1,0,1,0,0,1,1
2009,7,not applicable,not applicable,fairly agree,,8,,,,20,,,30,33,30,2,1,1,1,1,1,0,0,1,1
2010,8,not applicable,occasionally,,,6,disagree,neither agree nor disagree,disagree,21,0,,70,34,31,2,1,1,1,1,1,0,0,1,1
2010,8,occasionally,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,0,0,,,47,44,1,1,1,1,0,0,1,1,1,0
2010,7,occasionally,occasionally,,,5,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,47,44,1,1,1,1,1,0,1,1,1,0
2014,9,practically never,practically never,,very good,7,,,,,,,,31,34,3,3,1,1,0,1,0,0,0,0
2014,entirely satisfied,practically never,practically never,,very good,8,,,,,,,,31,34,3,3,1,1,1,1,0,0,0,0
2015,9,practically never,practically never,,very good,8,disagree,agree,agree,30,0,120,,33,35,3,3,1,1,0,1,0,0,1,1
2015,9,occasionally,practically never,,very good,,,,,35,,,,33,35,3,3,1,1,1,1,0,0,1,1
2016,8,practically never,practically never,,very good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,34,36,3,3,1,1,0,1,0,0,1,1
2016,9,practically never,practically never,,very good,,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,34,36,3,3,1,1,1,1,0,0,1,1
2008,7,practically never,often,,,7,fully disagree,neither agree nor disagree,disagree,,,,,54,49,2,2,1,3,0,0,1,1,1,1
2008,entirely satisfied,practically never,practically never,,,,neither agree nor disagree,agree,disagree,,,,,54,49,2,2,1,3,1,0,1,1,1,1
2009,7,practically never,often,slightly agree,,7,disagree,neither agree nor disagree,neither agree nor disagree,2,,,,55,50,2,2,1,3,0,0,1,1,1,1
2010,8,practically never,occasionally,,,8,disagree,agree,disagree,3,0,,,56,51,2,2,1,3,0,0,1,1,1,1
2008,8,practically never,practically never,,,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,42,2,2,4,4,1,0,1,0,1,0
2009,8,practically never,occasionally,slightly disagree,,8,agree,agree,fully disagree,,,,,32,30,3,3,3,3,1,0,0,0,0,0
2011,9,occasionally,often,slightly disagree,very good,,,,,,,,,34,32,3,3,3,3,1,0,0,0,0,0
2008,9,practically never,practically never,,,9,fully disagree,agree,disagree,,,,,39,36,2,1,1,1,0,1,0,0,1,0
2008,8,practically never,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,39,36,2,1,1,1,1,1,0,0,1,0
2009,9,occasionally,occasionally,fairly agree,,8,fully disagree,neither agree nor disagree,agree,18,0,,,40,37,2,1,1,1,0,1,0,0,1,0
2009,8,practically never,practically never,fairly agree,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,15,0,,350,40,37,2,1,1,1,1,1,0,0,1,0
2010,9,practically never,practically never,,,9,disagree,neither agree nor disagree,neither agree nor disagree,,,,,41,38,2,1,1,1,0,1,0,0,1,0
2010,8,practically never,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,41,38,2,1,1,1,1,1,0,0,1,0
2011,8,practically never,occasionally,fairly agree,good,8,,,,,,,,42,39,2,1,1,1,1,1,0,0,1,0
2010,8,occasionally,occasionally,,,7,disagree,fully agree,disagree,8,0,,,35,33,2,3,4,4,1,1,0,0,1,0
2011,8,occasionally,occasionally,agree entirely,very good,8,disagree,agree,fully disagree,,,,,36,34,2,3,4,4,1,1,0,0,1,0
2012,9,practically never,practically never,,good,7,disagree,agree,fully disagree,8,0,,,37,35,2,3,4,4,1,1,0,0,1,0
2013,8,occasionally,occasionally,agree entirely,very good,,fully disagree,agree,neither agree nor disagree,,,,,38,36,2,3,4,4,1,1,0,0,1,0
2014,8,often,occasionally,,very good,,disagree,neither agree nor disagree,neither agree nor disagree,,,,,39,37,2,3,4,4,1,1,0,0,1,0
2015,7,practically never,practically never,,good,8,fully disagree,neither agree nor disagree,disagree,,,,,41,38,2,3,4,4,1,1,0,0,1,0
2016,7,occasionally,occasionally,,good,,,,,,,,,42,39,2,3,4,4,1,1,0,0,1,0
2016,7,often,occasionally,,very good,,neither agree nor disagree,agree,neither agree nor disagree,,,,,29,27,3,2,1,1,0,0,0,0,0,0
2016,8,often,occasionally,,good,,disagree,disagree,disagree,,,,,29,27,3,2,1,1,1,0,0,0,0,0
2008,9,not applicable,not applicable,,,,,,,,,,,51,49,1,1,4,4,1,0,1,0,2,1
2010,9,occasionally,practically never,,,7,neither agree nor disagree,neither agree nor disagree,disagree,10,0,,,42,36,2,2,2,2,0,0,1,1,1,1
2010,9,occasionally,practically never,,,8,agree,neither agree nor disagree,fully agree,5,0,,27,42,36,2,2,2,2,1,0,1,1,1,1
2011,9,practically never,practically never,fairly agree,good,8,agree,agree,agree,,,,,43,37,2,2,2,2,0,0,1,1,1,1
2011,9,occasionally,occasionally,fairly agree,good,8,disagree,agree,agree,,,,,43,37,2,2,2,2,1,0,1,1,1,1
2012,9,occasionally,occasionally,,very good,8,neither agree nor disagree,agree,agree,5,0,,,44,38,2,2,2,2,0,0,1,1,1,1
2012,9,occasionally,occasionally,,very good,8,agree,agree,fully agree,7,30,,60,44,38,2,2,2,2,1,0,1,1,1,1
2013,9,occasionally,occasionally,agree entirely,very good,8,agree,agree,agree,,,,,45,39,2,2,2,2,0,0,1,1,1,1
2013,entirely satisfied,occasionally,occasionally,agree entirely,good,8,agree,neither agree nor disagree,agree,,,,,45,39,2,2,2,2,1,0,1,1,1,1
2008,8,occasionally,occasionally,,,9,neither agree nor disagree,agree,agree,,,,,38,40,3,3,2,2,0,0,0,0,1,0
2008,8,occasionally,occasionally,,,7,neither agree nor disagree,agree,agree,,,,,38,40,3,3,2,2,1,0,0,0,1,0
2008,6,occasionally,occasionally,,,7,,,,,,,,41,42,1,1,4,4,0,0,1,0,1,1
2012,6,occasionally,occasionally,,good,8,,,,,,,,39,32,3,1,2,2,0,1,0,0,1,0
2012,7,occasionally,occasionally,,good,8,,,,,,,,39,32,3,1,2,2,1,1,0,0,1,0
2013,6,occasionally,practically never,agree entirely,good,8,neither agree nor disagree,agree,agree,,,,,40,33,3,1,2,2,0,1,0,0,1,0
2013,7,occasionally,occasionally,agree entirely,very good,7,neither agree nor disagree,agree,agree,,,,,40,33,3,1,2,2,1,1,0,0,1,0
2012,8,occasionally,practically never,,"not good, not poor",7,neither agree nor disagree,agree,agree,,,,,42,,3,,2,2,0,0,1,1,2,1
2012,9,practically never,practically never,,very good,8,fully agree,agree,neither agree nor disagree,,,,,42,,3,,2,2,1,0,1,1,2,1
2013,9,occasionally,occasionally,fairly agree,good,,neither agree nor disagree,neither agree nor disagree,agree,,,,,43,,3,,2,2,0,0,1,1,2,1
2013,9,practically never,practically never,agree entirely,very good,8,,,,,,,,43,,3,,2,2,1,0,1,1,2,1
2014,entirely satisfied,occasionally,occasionally,,good,6,neither agree nor disagree,agree,fully agree,,,,,44,,3,,2,2,0,0,1,1,2,1
2014,9,practically never,occasionally,,very good,8,neither agree nor disagree,agree,fully agree,,,,,44,,3,,2,2,1,0,1,1,2,1
2008,entirely satisfied,practically never,occasionally,,,9,fully disagree,neither agree nor disagree,agree,,,,,39,39,2,1,1,3,0,0,0,0,1,1
2009,entirely satisfied,practically never,practically never,fairly agree,,9,neither agree nor disagree,disagree,disagree,14,,,,40,40,2,1,1,3,0,0,0,0,1,1
2009,entirely satisfied,practically never,practically never,agree entirely,,,,,,,,,,40,40,2,1,1,3,1,0,0,0,1,1
2010,9,practically never,occasionally,,,9,fully disagree,neither agree nor disagree,fully disagree,6,0,,,41,41,2,1,1,3,0,0,0,0,1,1
2011,9,practically never,occasionally,fairly agree,good,,fully disagree,agree,fully disagree,,,,,42,42,2,1,1,3,1,0,0,0,1,1
2008,9,practically never,occasionally,,,8,disagree,disagree,agree,,,,,42,38,3,2,1,1,0,1,0,0,2,2
2008,9,practically never,practically never,,,9,disagree,neither agree nor disagree,disagree,,,,,42,38,3,2,1,1,1,1,0,0,2,2
2009,9,practically never,practically never,agree entirely,,8,,,,,,,,43,39,3,2,1,1,1,1,0,0,2,2
2014,8,practically never,practically never,,good,,,,,,,,,32,33,3,3,1,1,1,0,0,0,0,0
2016,7,occasionally,practically never,,good,8,,,,,,,,35,36,3,3,1,1,1,0,0,0,1,1
2008,9,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,,,,,42,33,1,1,4,4,1,0,0,0,0,0
2009,8,practically never,occasionally,fairly disagree,,7,neither agree nor disagree,agree,agree,55,,,71,43,34,1,1,4,4,1,0,0,0,1,1
2010,7,occasionally,occasionally,,,7,agree,neither agree nor disagree,neither agree nor disagree,60,0,,415,44,35,1,1,4,4,1,0,0,0,1,1
2011,7,not applicable,occasionally,slightly agree,very poor,8,agree,disagree,agree,,,,,45,36,1,1,4,4,1,0,0,0,1,1
2012,8,practically never,occasionally,,very poor,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,70,0,,85,46,37,1,1,4,4,1,0,0,0,1,1
2013,7,practically never,practically never,slightly agree,very poor,I don’t know,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,47,38,1,1,4,4,1,0,0,0,1,1
2014,7,practically never,occasionally,,very poor,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,48,39,1,1,4,4,1,0,0,0,1,1
2015,7,practically never,occasionally,,poor,7,neither agree nor disagree,agree,neither agree nor disagree,35,,125,,49,41,1,1,4,4,1,0,0,0,1,1
2016,7,not applicable,practically never,,poor,8,neither agree nor disagree,agree,disagree,,,,,50,42,1,1,4,4,1,0,0,0,1,1
2008,7,practically never,occasionally,,,7,disagree,agree,disagree,,,,,44,43,3,3,4,4,1,0,1,0,1,1
2009,5,practically never,occasionally,fairly agree,,6,neither agree nor disagree,agree,neither agree nor disagree,20,,,,45,44,3,3,4,4,1,0,1,0,1,1
2010,5,practically never,practically never,,,6,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,4,0,,,46,45,3,3,4,4,1,0,1,0,1,1
2011,3,practically never,occasionally,fairly agree,good,6,neither agree nor disagree,agree,disagree,,,,,47,46,3,3,4,4,1,0,1,0,1,1
2008,8,practically never,practically never,,,8,agree,agree,agree,,,,,42,43,3,1,1,1,0,0,0,0,0,0
2008,9,occasionally,practically never,,,7,neither agree nor disagree,disagree,neither agree nor disagree,,,,,42,43,3,1,1,1,1,0,0,0,0,0
2009,8,practically never,practically never,fairly agree,,8,agree,agree,neither agree nor disagree,14,,,,43,44,3,1,1,1,0,0,0,0,0,0
2009,9,practically never,practically never,agree entirely,,8,neither agree nor disagree,neither agree nor disagree,disagree,40,,,78,43,44,3,1,1,1,1,0,0,0,0,0
2010,9,practically never,practically never,,,8,fully agree,fully agree,neither agree nor disagree,14,0,,,44,45,3,1,1,1,0,0,0,0,0,0
2010,9,occasionally,practically never,,,9,neither agree nor disagree,agree,disagree,25,0,,105,44,45,3,1,1,1,1,0,0,0,0,0
2011,8,practically never,practically never,agree entirely,good,8,fully agree,agree,agree,,,,,45,46,3,1,1,1,0,0,0,0,0,0
2011,9,occasionally,practically never,fairly agree,good,9,neither agree nor disagree,neither agree nor disagree,disagree,,,,,45,46,3,1,1,1,1,0,0,0,0,0
2012,8,practically never,practically never,,good,7,agree,agree,disagree,14,0,,,46,47,3,1,1,1,0,0,0,0,0,0
2012,9,occasionally,practically never,,very good,8,disagree,neither agree nor disagree,disagree,20,0,,150,46,47,3,1,1,1,1,0,0,0,0,0
2013,8,practically never,practically never,slightly agree,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,47,48,3,1,1,1,0,0,0,0,0,0
2013,9,occasionally,practically never,fairly agree,good,9,neither agree nor disagree,agree,disagree,,,,,47,48,3,1,1,1,1,0,0,0,0,0
2014,8,practically never,practically never,,good,8,agree,fully agree,agree,,,,,48,49,3,1,1,1,0,0,1,0,0,0
2014,9,practically never,practically never,,good,9,neither agree nor disagree,agree,disagree,,,,,48,49,3,1,1,1,1,0,1,0,0,0
2015,8,practically never,practically never,,"not good, not poor",7,agree,agree,disagree,14,,,,50,51,3,1,1,1,0,0,1,0,0,0
2015,9,practically never,practically never,,good,8,neither agree nor disagree,agree,disagree,14,0,120,,50,51,3,1,1,1,1,0,1,0,0,0
2016,8,practically never,practically never,,good,7,agree,agree,disagree,,,,,51,51,3,1,1,1,0,0,1,0,0,0
2016,9,occasionally,practically never,,good,7,disagree,agree,disagree,,,,,51,51,3,1,1,1,1,0,1,0,0,0
2016,7,occasionally,practically never,,very good,9,disagree,neither agree nor disagree,fully disagree,,,,,33,30,3,3,4,4,1,1,0,0,0,0
2008,9,occasionally,practically never,,,8,disagree,neither agree nor disagree,disagree,,,,,,49,,2,,1,1,0,1,0,0,0
2008,8,practically never,occasionally,,,9,disagree,agree,disagree,,,,,,49,,2,,1,1,0,1,0,0,0
2015,9,occasionally,practically never,,"not good, not poor",8,neither agree nor disagree,agree,disagree,,,,,28,29,3,3,1,1,1,0,0,0,0,0
2016,8,practically never,practically never,,good,8,,,,,,,,29,30,3,3,1,1,0,0,0,0,1,1
2016,8,practically never,practically never,,good,7,disagree,agree,disagree,,,,,29,30,3,3,1,1,1,0,0,0,1,1
2012,entirely satisfied,occasionally,practically never,,very good,,disagree,neither agree nor disagree,fully disagree,2,0,,,44,44,2,3,1,3,0,1,0,0,1,1
2012,8,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,25,0,,176,44,44,2,3,1,3,1,1,0,0,1,1
2013,9,occasionally,practically never,agree entirely,very good,9,agree,fully agree,neither agree nor disagree,,,,,45,45,2,3,1,3,0,1,0,0,1,1
2013,9,practically never,practically never,fairly agree,good,6,disagree,neither agree nor disagree,disagree,,,,,45,45,2,3,1,3,1,1,0,0,1,1
2014,9,occasionally,practically never,,very good,8,fully disagree,agree,disagree,,,,,46,46,2,3,1,3,0,0,1,1,1,1
2014,8,occasionally,practically never,,good,6,neither agree nor disagree,neither agree nor disagree,disagree,,,,,46,46,2,3,1,3,1,0,1,1,1,1
2015,9,occasionally,practically never,,very good,9,fully disagree,fully agree,fully disagree,15,,,,47,47,2,3,1,3,0,0,1,1,1,1
2015,8,practically never,practically never,,good,6,neither agree nor disagree,disagree,fully disagree,30,,100,,47,47,2,3,1,3,1,0,1,1,1,1
2016,9,practically never,practically never,,very good,,disagree,agree,fully disagree,,,,,48,48,2,3,1,3,0,0,1,1,1,1
2016,9,practically never,practically never,,very good,7,disagree,neither agree nor disagree,disagree,,,,,48,48,2,3,1,3,1,0,1,1,1,1
2008,4,occasionally,occasionally,,,,,,,,,,,30,33,3,3,4,4,0,1,0,0,0,0
2014,8,occasionally,occasionally,,good,8,,,,,,,,59,48,1,2,4,4,1,0,1,0,2,0
2015,9,practically never,occasionally,,"not good, not poor",8,neither agree nor disagree,agree,disagree,30,,350,,61,49,1,2,4,4,1,0,1,0,2,0
2016,8,practically never,practically never,,"not good, not poor",8,neither agree nor disagree,agree,disagree,,,,,62,50,1,2,4,4,1,0,1,0,2,0
2008,9,practically never,practically never,,,8,disagree,agree,agree,,,,,38,38,2,1,1,1,0,0,0,0,1,1
2008,9,practically never,practically never,,,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,38,38,2,1,1,1,1,0,0,0,1,1
2009,9,practically never,occasionally,agree entirely,,9,disagree,agree,agree,7,,,315,39,39,2,2,1,1,0,0,0,0,1,1
2009,9,practically never,occasionally,agree entirely,,9,neither agree nor disagree,agree,neither agree nor disagree,35,,,,39,39,2,2,1,1,1,0,0,0,1,1
2010,9,practically never,occasionally,,,9,disagree,agree,neither agree nor disagree,10,30,,110,40,40,2,2,1,1,0,0,0,0,1,1
2010,entirely satisfied,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,20,0,,,40,40,2,2,1,1,1,0,0,0,1,1
2011,9,practically never,practically never,slightly agree,good,9,disagree,agree,agree,,,,,41,41,2,2,1,1,0,0,0,0,1,1
2011,entirely satisfied,practically never,practically never,agree entirely,very good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,41,41,2,2,1,1,1,0,0,0,1,1
2012,9,practically never,practically never,,good,9,disagree,agree,neither agree nor disagree,12,0,,130,42,42,2,2,1,1,0,0,1,0,1,1
2012,9,practically never,practically never,,good,8,neither agree nor disagree,agree,neither agree nor disagree,49,0,,,42,42,2,2,1,1,1,0,1,0,1,1
2013,8,practically never,practically never,fairly agree,good,8,disagree,agree,agree,,,,,43,43,2,2,1,1,0,0,1,0,1,1
2014,9,occasionally,occasionally,,good,9,neither agree nor disagree,agree,agree,,,,,44,44,2,2,1,1,0,0,1,0,1,1
2014,9,practically never,occasionally,,good,9,disagree,neither agree nor disagree,disagree,,,,,44,44,2,2,1,1,1,0,1,0,1,1
2015,9,occasionally,occasionally,,good,9,disagree,agree,agree,15,0,200,,45,45,2,2,1,1,0,0,1,0,1,1
2015,entirely satisfied,practically never,practically never,,very good,8,neither agree nor disagree,agree,disagree,15,0,,,45,45,2,2,1,1,1,0,1,0,1,1
2016,9,practically never,practically never,,"not good, not poor",9,disagree,agree,agree,,,,,46,46,2,2,1,1,0,0,1,0,1,1
2016,9,practically never,practically never,,"not good, not poor",9,disagree,agree,agree,,,,,46,46,2,2,1,1,1,0,1,0,1,1
2008,entirely satisfied,occasionally,occasionally,,,,neither agree nor disagree,agree,disagree,,,,,40,29,2,2,1,1,0,1,0,0,0,0
2008,8,often,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,40,29,2,2,1,1,1,1,0,0,0,0
2009,entirely satisfied,occasionally,practically never,slightly agree,,8,disagree,disagree,fully disagree,7,0,,,41,30,2,2,1,1,0,1,0,0,0,0
2009,7,occasionally,practically never,fairly agree,,8,disagree,neither agree nor disagree,disagree,3,0,,75,41,30,2,2,1,1,1,1,0,0,0,0
2010,8,occasionally,occasionally,,,7,disagree,disagree,disagree,14,0,,75,42,31,2,2,1,1,1,1,0,0,0,0
2011,9,occasionally,practically never,slightly agree,good,7,neither agree nor disagree,disagree,disagree,,,,,43,32,2,2,1,1,0,1,0,0,0,0
2011,8,occasionally,practically never,fairly agree,good,7,fully disagree,neither agree nor disagree,disagree,,,,,43,32,2,2,1,1,1,1,0,0,0,0
2012,6,practically never,practically never,,good,8,disagree,neither agree nor disagree,disagree,,,,,44,33,2,2,1,1,1,1,0,0,0,0
2013,8,occasionally,practically never,slightly agree,good,,neither agree nor disagree,disagree,disagree,,,,,45,34,2,2,1,1,0,1,0,0,0,0
2013,7,practically never,practically never,fairly agree,good,7,disagree,neither agree nor disagree,disagree,,,,,45,34,2,2,1,1,1,1,0,0,0,0
2014,9,practically never,practically never,,good,7,disagree,agree,disagree,,,,,46,35,2,2,1,1,0,1,0,0,0,0
2014,7,occasionally,occasionally,,good,7,disagree,disagree,neither agree nor disagree,,,,,46,35,2,2,1,1,1,1,0,0,0,0
2015,9,practically never,practically never,,good,,,,,12,,,,48,37,2,2,1,1,0,1,0,0,0,0
2015,8,practically never,practically never,,good,7,disagree,neither agree nor disagree,disagree,25,,50,,48,37,2,2,1,1,1,1,0,0,0,0
2016,7,practically never,practically never,,good,,,,,,,,,49,38,2,2,1,1,1,0,1,1,0,0
2008,9,practically never,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,55,51,2,3,4,4,1,0,1,1,0,0
2009,8,practically never,occasionally,fairly agree,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,4,,,,56,52,2,3,4,4,1,0,1,1,0,0
2010,8,practically never,occasionally,,,8,disagree,neither agree nor disagree,disagree,10,0,,,57,53,2,3,4,4,1,0,1,1,0,0
2011,8,practically never,occasionally,fairly agree,"not good, not poor",8,disagree,neither agree nor disagree,disagree,,,,,58,54,2,3,4,4,1,0,1,1,0,0
2012,8,practically never,practically never,,good,8,neither agree nor disagree,neither agree nor disagree,fully disagree,3,0,,,59,55,2,3,4,4,1,0,1,1,0,0
2008,8,often,occasionally,,,7,disagree,agree,fully disagree,,,,,48,49,2,3,2,2,1,0,1,0,1,0
2009,I don’t know,often,occasionally,fairly agree,,7,neither agree nor disagree,agree,neither agree nor disagree,8,,,,49,50,2,3,2,2,1,0,1,0,1,0
2010,8,occasionally,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,50,51,2,3,2,2,1,0,1,0,1,0
2010,entirely satisfied,occasionally,occasionally,,,10 completely satisfied,fully agree,fully disagree,agree,12,0,,215,35,36,2,1,2,2,0,0,0,0,1,0
2010,entirely satisfied,occasionally,occasionally,,,9,agree,agree,disagree,30,0,,,35,36,2,1,2,2,1,0,0,0,1,0
2011,entirely satisfied,practically never,occasionally,agree entirely,very good,9,neither agree nor disagree,agree,disagree,,,,,36,37,2,1,2,2,0,0,1,0,1,0
2011,entirely satisfied,practically never,occasionally,agree entirely,very good,8,agree,agree,neither agree nor disagree,,,,,36,37,2,1,2,2,1,0,1,0,1,0
2012,entirely satisfied,practically never,practically never,,very good,8,agree,agree,neither agree nor disagree,8,0,,110,37,38,2,1,2,2,0,0,1,0,1,0
2012,entirely satisfied,practically never,practically never,,very good,9,agree,agree,agree,25,0,,,37,38,2,1,2,2,1,0,1,0,1,0
